# MEAN_SAMPLE_SIZE = 54886
# TOTAL_GENES = 12577
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Mammary_Gland.Macrophage              COVAR   12577     0.064274     0.013494     0.073669      0.19149 Mammary_Gland.Macrophage
Mammary_Gland.Macrophage_Apo...       COVAR   12577     0.019379    0.0020932      0.10867      0.42924 Mammary_Gland.Macrophage_Apoe_high
Mammary_Gland.Macrophage_C1q...1      COVAR   12577    0.0047167   0.00029581       0.1573      0.48804 Mammary_Gland.Macrophage_C1qb_high
Mammary_Gland.Macrophage_C1q...2      COVAR   12577     0.064775    0.0072282      0.11895      0.29303 Mammary_Gland.Macrophage_C1qc_high
Mammary_Gland.Macrophage_Cd7...       COVAR   12577     0.059248    0.0027741      0.27741      0.41544 Mammary_Gland.Macrophage_Cd74_high
Mammary_Gland.Macrophage_Lyz...       COVAR   12577    -0.026314   -0.0030585      0.13437      0.57762 Mammary_Gland.Macrophage_Lyz1_high
Mammary_Gland.Macrophage_Pf4...       COVAR   12577      0.10244    0.0096303      0.13031      0.21591 Mammary_Gland.Macrophage_Pf4_high
Mammary_Gland.Macrophage_Plb...       COVAR   12577     -0.01769   -0.0020818      0.11271      0.56236 Mammary_Gland.Macrophage_Plbd1_high
Mammary_Gland.Macrophage_Ret...       COVAR   12577      0.12088     0.013402      0.12585      0.16842 Mammary_Gland.Macrophage_Retnla_high
Mammary_Gland.Mast_cell               COVAR   12577     0.020199    0.0021837     0.090481      0.41168 Mammary_Gland.Mast_cell
Mammary_Gland.Muscel_cell             COVAR   12577     0.091241    0.0059009      0.14544      0.26523 Mammary_Gland.Muscel_cell
Mammary_Gland.Muscle__cell            COVAR   12577        -0.24      -0.0148      0.17164      0.91897 Mammary_Gland.Muscle__cell
Mammary_Gland.Muscle_cell             COVAR   12577     -0.17248   -0.0089568      0.20075      0.80487 Mammary_Gland.Muscle_cell
Mammary_Gland.Muscle_cell_In...       COVAR   12577    -0.030388   -0.0029982       0.1101      0.60873 Mammary_Gland.Muscle_cell_Inmt_high
Mammary_Gland.Muscle_cell_Pi...       COVAR   12577    -0.082321   -0.0084877       0.1139      0.76508 Mammary_Gland.Muscle_cell_Pi16_high
Mammary_Gland.Myeloid_leukoc...       COVAR   12577     -0.09709    -0.015335     0.088424      0.86389 Mammary_Gland.Myeloid_leukocyte
Mammary_Gland.Myoepithelial_...       COVAR   12577    -0.021506    -0.004114     0.074688       0.6133 Mammary_Gland.Myoepithelial_cell
Mammary_Gland.Natural_kill_c...       COVAR   12577     0.081979    0.0045924      0.19896      0.34016 Mammary_Gland.Natural_kill_cell
Mammary_Gland.NK_cell                 COVAR   12577     -0.14468    -0.014005      0.14092       0.8477 Mammary_Gland.NK_cell
Mammary_Gland.NK_cell_Cd8b1_...       COVAR   12577    -0.051708   -0.0046396      0.13188      0.65249 Mammary_Gland.NK_cell_Cd8b1_high
Mammary_Gland.NK_cell_Gzma_h...       COVAR   12577     -0.19805    -0.021656      0.14366      0.91597 Mammary_Gland.NK_cell_Gzma_high
Mammary_Gland.NK_cells_Gzmb_...       COVAR   12577     -0.11813    -0.029536     0.063937      0.96765 Mammary_Gland.NK_cells_Gzmb_high
Mammary_Gland.Secretory_alve...1      COVAR   12577      0.10064     0.026714     0.067983     0.069395 Mammary_Gland.Secretory_alveoli_cell
Mammary_Gland.Secretory_alve...3      COVAR   12577     0.061075    0.0037609      0.16492      0.35557 Mammary_Gland.Secretory_alveoli_cell_Actb_high
Mammary_Gland.Secretory_alve...4      COVAR   12577    -0.058676   -0.0040344      0.16099      0.64224 Mammary_Gland.Secretory_alveoli_cell_Apod_high
Mammary_Gland.Secretory_alve...5      COVAR   12577    -0.016391  -0.00096739      0.17641      0.53701 Mammary_Gland.Secretory_alveoli_cell_Atf3_high
Mammary_Gland.Secretory_alve...2      COVAR   12577      0.24019     0.015477      0.15159     0.056555 Mammary_Gland.Secretory_alveoli_cell_AW112010_high
Mammary_Gland.Secretory_alve...6      COVAR   12577    -0.087871   -0.0052811      0.18942      0.67863 Mammary_Gland.Secretory_alveoli_cell_Bckdha_high
Mammary_Gland.Secretory_alve...7      COVAR   12577     0.010401   0.00073028      0.16615      0.47504 Mammary_Gland.Secretory_alveoli_cell_Ccng1_high
Mammary_Gland.Secretory_alve...8      COVAR   12577        0.252     0.016606      0.14854     0.044907 Mammary_Gland.Secretory_alveoli_cell_Cd63_high
Mammary_Gland.Secretory_alve...9      COVAR   12577    -0.041508   -0.0028387      0.13625      0.61968 Mammary_Gland.Secretory_alveoli_cell_Cd83_high
Mammary_Gland.Secretory_alve...10     COVAR   12577     -0.10473   -0.0068351      0.17027      0.73075 Mammary_Gland.Secretory_alveoli_cell_Cfd_high
Mammary_Gland.Secretory_alve...11     COVAR   12577     -0.15383   -0.0095483      0.18666      0.79505 Mammary_Gland.Secretory_alveoli_cell_Cgrrf1_high
Mammary_Gland.Secretory_alve...12     COVAR   12577     -0.07154   -0.0048415      0.13083      0.70775 Mammary_Gland.Secretory_alveoli_cell_Cide.Wfdc3.Wap_high
Mammary_Gland.Secretory_alve...14     COVAR   12577     -0.14062   -0.0079929        0.176      0.78783 Mammary_Gland.Secretory_alveoli_cell_Cidea_high
Mammary_Gland.Secretory_alve...13     COVAR   12577      0.12634    0.0079521      0.14034      0.18401 Mammary_Gland.Secretory_alveoli_cell_Cidea.Elovl5_high
Mammary_Gland.Secretory_alve...15     COVAR   12577     -0.17842    -0.013303       0.1213      0.92933 Mammary_Gland.Secretory_alveoli_cell_Clu_high
Mammary_Gland.Secretory_alve...16     COVAR   12577    -0.053166   -0.0032547      0.15504      0.63417 Mammary_Gland.Secretory_alveoli_cell_Cnp_high
Mammary_Gland.Secretory_alve...17     COVAR   12577    -0.072324    -0.005491      0.10742      0.74961 Mammary_Gland.Secretory_alveoli_cell_Crip1_high
Mammary_Gland.Secretory_alve...18     COVAR   12577      0.11635     0.015059      0.11197      0.14939 Mammary_Gland.Secretory_alveoli_cell_Csn2_high
Mammary_Gland.Secretory_alve...19     COVAR   12577   -0.0053764  -0.00040481      0.11894      0.51803 Mammary_Gland.Secretory_alveoli_cell_Cyb561_high
Mammary_Gland.Secretory_alve...20     COVAR   12577      -0.1529   -0.0099614      0.16924      0.81685 Mammary_Gland.Secretory_alveoli_cell_Dnajb1_high
Mammary_Gland.Secretory_alve...21     COVAR   12577      0.11823     0.008176      0.15032      0.21578 Mammary_Gland.Secretory_alveoli_cell_Ehf_high
Mammary_Gland.Secretory_alve...22     COVAR   12577     0.021187    0.0018222      0.10386      0.41918 Mammary_Gland.Secretory_alveoli_cell_Fcer1g_high
Mammary_Gland.Secretory_alve...25     COVAR   12577      -0.2009    -0.012976      0.13886        0.926 Mammary_Gland.Secretory_alveoli_cell_Fth1_high
Mammary_Gland.Secretory_alve...23     COVAR   12577     -0.10245    -0.011195     0.074115      0.91654 Mammary_Gland.Secretory_alveoli_cell_Fth1.Cib1_high
Mammary_Gland.Secretory_alve...24     COVAR   12577      0.15804      0.01162       0.1279       0.1083 Mammary_Gland.Secretory_alveoli_cell_Fth1.Wfdc3_high
Mammary_Gland.Secretory_alve...26     COVAR   12577     0.035728    0.0021517       0.1797      0.42121 Mammary_Gland.Secretory_alveoli_cell_Gadd45b_high
Mammary_Gland.Secretory_alve...27     COVAR   12577    0.0093037   0.00057625       0.1614      0.47702 Mammary_Gland.Secretory_alveoli_cell_Ggnbp2_high
Mammary_Gland.Secretory_alve...28     COVAR   12577   -0.0022322  -0.00013396      0.18586      0.50479 Mammary_Gland.Secretory_alveoli_cell_Gm1673_high
Mammary_Gland.Secretory_alve...29     COVAR   12577    -0.049468   -0.0028811      0.18196      0.60714 Mammary_Gland.Secretory_alveoli_cell_Gpx3_high
Mammary_Gland.Secretory_alve...30     COVAR   12577     -0.14798   -0.0088397      0.18647      0.78626 Mammary_Gland.Secretory_alveoli_cell_Hes1_high
Mammary_Gland.Secretory_alve...31     COVAR   12577     -0.16549    -0.010651      0.16309      0.84487 Mammary_Gland.Secretory_alveoli_cell_Hsp90aa1_high
Mammary_Gland.Secretory_alve...32     COVAR   12577      0.17117     0.010242       0.1818      0.17323 Mammary_Gland.Secretory_alveoli_cell_Hspa1a_high
Mammary_Gland.Secretory_alve...33     COVAR   12577     -0.13547    -0.012524      0.10277      0.90627 Mammary_Gland.Secretory_alveoli_cell_Ifi27l2a_high
Mammary_Gland.Secretory_alve...34     COVAR   12577     -0.10734   -0.0068472      0.17308      0.73242 Mammary_Gland.Secretory_alveoli_cell_Ifi35_high
Mammary_Gland.Secretory_alve...35     COVAR   12577    -0.049708    -0.003427        0.145      0.63413 Mammary_Gland.Secretory_alveoli_cell_Igfbp7_high
Mammary_Gland.Secretory_alve...36     COVAR   12577    -0.088984   -0.0053084      0.18247       0.6871 Mammary_Gland.Secretory_alveoli_cell_Ighm1_high
Mammary_Gland.Secretory_alve...38     COVAR   12577     -0.26267    -0.017907      0.13394      0.97505 Mammary_Gland.Secretory_alveoli_cell_Igkv1.110_high
Mammary_Gland.Secretory_alve...37     COVAR   12577     0.019506    0.0012677      0.14499      0.44649 Mammary_Gland.Secretory_alveoli_cell_Igkv1.110.P4hb_high
Mammary_Gland.Secretory_alve...39     COVAR   12577      0.38973      0.02501      0.14767    0.0041617 Mammary_Gland.Secretory_alveoli_cell_Igkv1.117_high
Mammary_Gland.Secretory_alve...40     COVAR   12577     0.049255    0.0031447      0.15814      0.37773 Mammary_Gland.Secretory_alveoli_cell_Iglc1_high
Mammary_Gland.Secretory_alve...41     COVAR   12577     -0.13497   -0.0087228      0.15693      0.80511 Mammary_Gland.Secretory_alveoli_cell_Igsf8_high
Mammary_Gland.Secretory_alve...42     COVAR   12577    0.0071621   0.00044074      0.17896      0.48404 Mammary_Gland.Secretory_alveoli_cell_Kif5b_high
Mammary_Gland.Secretory_alve...43     COVAR   12577     0.091129    0.0053922      0.17385      0.30008 Mammary_Gland.Secretory_alveoli_cell_Klf2_high
Mammary_Gland.Secretory_alve...44     COVAR   12577     -0.05706   -0.0034579       0.1852      0.62099 Mammary_Gland.Secretory_alveoli_cell_Klf6_high
Mammary_Gland.Secretory_alve...45     COVAR   12577     -0.10309   -0.0067708      0.13893      0.77095 Mammary_Gland.Secretory_alveoli_cell_Lgals1_high
Mammary_Gland.Secretory_alve...46     COVAR   12577   -0.0056519  -0.00039114      0.13673      0.51649 Mammary_Gland.Secretory_alveoli_cell_Ly6a_high
Mammary_Gland.Secretory_alve...47     COVAR   12577    -0.014199   -0.0010032      0.15261      0.53706 Mammary_Gland.Secretory_alveoli_cell_Lyz2_high
Mammary_Gland.Secretory_alve...48     COVAR   12577     0.014154   0.00088261      0.16302      0.46541 Mammary_Gland.Secretory_alveoli_cell_Malat1_high
Mammary_Gland.Secretory_alve...49     COVAR   12577    -0.038029   -0.0022838      0.16723      0.58994 Mammary_Gland.Secretory_alveoli_cell_Mat2a_high
Mammary_Gland.Secretory_alve...50     COVAR   12577     -0.04741   -0.0028077      0.17079      0.60933 Mammary_Gland.Secretory_alveoli_cell_Mrpl15_high
Mammary_Gland.Secretory_alve...76     COVAR   12577    -0.036646   -0.0021382      0.19037      0.57632 Mammary_Gland.Secretory_alveoli_cell_mt.Tp_high
Mammary_Gland.Secretory_alve...51     COVAR   12577     0.020668    0.0013328      0.14239       0.4423 Mammary_Gland.Secretory_alveoli_cell_Naxd_high
Mammary_Gland.Secretory_alve...52     COVAR   12577    -0.044219   -0.0026748      0.18283      0.59555 Mammary_Gland.Secretory_alveoli_cell_Pa2g4_high
Mammary_Gland.Secretory_alve...53     COVAR   12577     -0.12937   -0.0092453      0.13496       0.8311 Mammary_Gland.Secretory_alveoli_cell_Prkcsh_high
Mammary_Gland.Secretory_alve...54     COVAR   12577     -0.10532   -0.0066929      0.16762      0.73509 Mammary_Gland.Secretory_alveoli_cell_Ptpn18_high
Mammary_Gland.Secretory_alve...55     COVAR   12577      -0.1566   -0.0097338      0.15545      0.84312 Mammary_Gland.Secretory_alveoli_cell_Rac2_high
Mammary_Gland.Secretory_alve...56     COVAR   12577    -0.066674   -0.0042133      0.15339       0.6681 Mammary_Gland.Secretory_alveoli_cell_Retnla_high
Mammary_Gland.Secretory_alve...57     COVAR   12577    -0.011071  -0.00074779      0.14156      0.53117 Mammary_Gland.Secretory_alveoli_cell_Rgs2_high_Rora_high
Mammary_Gland.Secretory_alve...58     COVAR   12577      0.13294    0.0086405       0.1431      0.17646 Mammary_Gland.Secretory_alveoli_cell_Rhob_high
Mammary_Gland.Secretory_alve...59     COVAR   12577    -0.065686   -0.0045117      0.13029      0.69292 Mammary_Gland.Secretory_alveoli_cell_S100a11_high
Mammary_Gland.Secretory_alve...60     COVAR   12577     -0.09755    -0.006537      0.15363      0.73727 Mammary_Gland.Secretory_alveoli_cell_Sars_high
Mammary_Gland.Secretory_alve...61     COVAR   12577     -0.26344    -0.016801      0.15408      0.95633 Mammary_Gland.Secretory_alveoli_cell_Sh3bgrl3_high
Mammary_Gland.Secretory_alve...62     COVAR   12577    -0.062262   -0.0040987      0.16453      0.64744 Mammary_Gland.Secretory_alveoli_cell_Snord118_high
Mammary_Gland.Secretory_alve...63     COVAR   12577    -0.039843   -0.0024269      0.19116      0.58255 Mammary_Gland.Secretory_alveoli_cell_Spp1_high
Mammary_Gland.Secretory_alve...64     COVAR   12577     -0.11914   -0.0073872      0.17594      0.75085 Mammary_Gland.Secretory_alveoli_cell_Srsf11_high
Mammary_Gland.Secretory_alve...65     COVAR   12577      0.16426     0.012597      0.12581     0.095856 Mammary_Gland.Secretory_alveoli_cell_Taf1d_high
Mammary_Gland.Secretory_alve...66     COVAR   12577    -0.021193   -0.0013548      0.13797      0.56104 Mammary_Gland.Secretory_alveoli_cell_Thy1_high
Mammary_Gland.Secretory_alve...67     COVAR   12577      -0.1132    -0.007633      0.13714      0.79542 Mammary_Gland.Secretory_alveoli_cell_Tmem123_high
Mammary_Gland.Secretory_alve...68     COVAR   12577     -0.12061   -0.0072295      0.16174      0.77207 Mammary_Gland.Secretory_alveoli_cell_Tmsb10_high
Mammary_Gland.Secretory_alve...69     COVAR   12577     0.057388    0.0060293      0.13838      0.33917 Mammary_Gland.Secretory_alveoli_cell_Trf_high
Mammary_Gland.Secretory_alve...70     COVAR   12577    -0.044575   -0.0031011      0.14769       0.6186 Mammary_Gland.Secretory_alveoli_cell_Tubb5_high
Mammary_Gland.Secretory_alve...71     COVAR   12577      0.09161    0.0056065      0.16665      0.29126 Mammary_Gland.Secretory_alveoli_cell_Tyrobp_high
Mammary_Gland.Secretory_alve...72     COVAR   12577     0.087377    0.0057976      0.16134      0.29406 Mammary_Gland.Secretory_alveoli_cell_Ube2e3_high
Mammary_Gland.Secretory_alve...73     COVAR   12577    -0.062388   -0.0035702      0.19439      0.62587 Mammary_Gland.Secretory_alveoli_cell_Wfdc17_high
Mammary_Gland.Secretory_alve...74     COVAR   12577    -0.036913   -0.0030697     0.097576      0.64739 Mammary_Gland.Secretory_alveoli_cell_Wfdc3.Wap_high
Mammary_Gland.Secretory_alve...75     COVAR   12577     -0.11298   -0.0070832      0.17628       0.7392 Mammary_Gland.Secretory_alveoli_cell_Yif1b1_high
Mammary_Gland.Stem_and_proge...       COVAR   12577    -0.099527    -0.010093      0.13827      0.76418 Mammary_Gland.Stem_and_progenitor_cell
Mammary_Gland.Stromal_cell            COVAR   12577    -0.029389   -0.0028764      0.13318      0.58732 Mammary_Gland.Stromal_cell
Mammary_Gland.Stromal_cell_C...       COVAR   12577     0.019053    0.0021319      0.11958       0.4367 Mammary_Gland.Stromal_cell_Col3a1_high
Mammary_Gland.Stromal_cell_P...       COVAR   12577      -0.0531   -0.0067437     0.099492      0.70322 Mammary_Gland.Stromal_cell_Pi16_high
Mammary_Gland.T_cell                  COVAR   12577     -0.11083    -0.010106      0.18456      0.72591 Mammary_Gland.T_cell
Mammary_Gland.T_cell_Cd8b1_h...       COVAR   12577     -0.17341    -0.014282      0.16712      0.85027 Mammary_Gland.T_cell_Cd8b1_high
Mammary_Gland.T_cell_Grwd1_h...       COVAR   12577    -0.050821   -0.0082746     0.050317      0.84375 Mammary_Gland.T_cell_Grwd1_high
Mammary_Gland.T_cell_Icos_hi...       COVAR   12577    -0.046401   -0.0042317      0.12325      0.64671 Mammary_Gland.T_cell_Icos_high
Mammary_Gland.T_cell_Ly6c2_h...       COVAR   12577      -0.1873    -0.016469      0.15372      0.88846 Mammary_Gland.T_cell_Ly6c2_high
Mammary_Gland.T_cell_Pclaf_h...       COVAR   12577     -0.16701    -0.019873       0.1231      0.91256 Mammary_Gland.T_cell_Pclaf_high
Mammary_Gland.T.cells_Ctla4_...       COVAR   12577     -0.31436    -0.031708      0.14645      0.98407 Mammary_Gland.T.cells_Ctla4_high
Muscle.B_cell_Jchain_high             COVAR   12577     -0.21277    -0.027841     0.088749      0.99174 Muscle.B_cell_Jchain_high
Muscle.B_cell_Vpreb3_high             COVAR   12577      -0.1186    -0.014078      0.11053      0.85836 Muscle.B_cell_Vpreb3_high
Muscle.Dendritic_cell                 COVAR   12577     0.031804    0.0035802      0.08361      0.35183 Muscle.Dendritic_cell
Muscle.Endothelial_cell               COVAR   12577     -0.17511     -0.01733      0.10164      0.95754 Muscle.Endothelial_cell
Muscle.Erythroblast_Car1_high         COVAR   12577    -0.018595    -0.005101     0.046721      0.65468 Muscle.Erythroblast_Car1_high
Muscle.Erythroblast_Car2_high         COVAR   12577     0.088722      0.01085     0.091732      0.16674 Muscle.Erythroblast_Car2_high
Muscle.Granulocyte_monocyte_...       COVAR   12577     -0.11894    -0.018284      0.10094      0.88065 Muscle.Granulocyte_monocyte_progenitor_cell
Muscle.Macrophage_Ms4a6c_high         COVAR   12577     0.032814    0.0042843      0.12582      0.39712 Muscle.Macrophage_Ms4a6c_high
Muscle.Macrophage_Retnla_high         COVAR   12577      0.15566     0.020132     0.094548     0.049855 Muscle.Macrophage_Retnla_high
Muscle.Muscle_cell_Tnnc1_high         COVAR   12577     0.046802    0.0073801     0.055556      0.19978 Muscle.Muscle_cell_Tnnc1_high
Muscle.Muscle_cell_Tnnc2_high         COVAR   12577    -0.093436    -0.013489     0.066121      0.92117 Muscle.Muscle_cell_Tnnc2_high
Muscle.Muscle_progenitor_cell         COVAR   12577     0.091456    0.0087269      0.12819      0.23779 Muscle.Muscle_progenitor_cell
Muscle.Neutrophil_Camp_high           COVAR   12577     -0.11579    -0.013339        0.104      0.86723 Muscle.Neutrophil_Camp_high
Muscle.Neutrophil_Prg2_high           COVAR   12577    0.0014566   0.00025844     0.045519      0.48724 Muscle.Neutrophil_Prg2_high
Muscle.Neutrophil_Retnlg_high         COVAR   12577    -0.033394   -0.0041424     0.077394      0.66694 Muscle.Neutrophil_Retnlg_high
Muscle.Stromal_cell                   COVAR   12577     0.012789    0.0014041      0.10074      0.44949 Muscle.Stromal_cell
Muscle.T_cell                         COVAR   12577    0.0026487   0.00033819     0.068216      0.48451 Muscle.T_cell
Ovary.Cumulus_cell_Car14_high         COVAR   12577    -0.027449   -0.0037232      0.11022      0.59833 Ovary.Cumulus_cell_Car14_high
Ovary.Cumulus_cell_Nupr1_high         COVAR   12577   -0.0013343  -0.00014174      0.14156      0.50376 Ovary.Cumulus_cell_Nupr1_high
Ovary.Cumulus_cell_Ube2c_high         COVAR   12577     0.014062    0.0022416      0.09029      0.43812 Ovary.Cumulus_cell_Ube2c_high
Ovary.Granulosa_cell_Inhba_h...       COVAR   12577    -0.016281    -0.001927      0.11987      0.55402 Ovary.Granulosa_cell_Inhba_high
Ovary.Granulosa_cell_Kctd14_...       COVAR   12577      0.17653     0.019136      0.13009     0.087415 Ovary.Granulosa_cell_Kctd14_high
Ovary.Large_luteal_cell               COVAR   12577    -0.021069    -0.003801     0.082373      0.60093 Ovary.Large_luteal_cell
Ovary.luteal_cells                    COVAR   12577      0.02442      0.00664     0.054869      0.32814 Ovary.luteal_cells
Ovary.Macrophage_Lyz2_high            COVAR   12577     0.058562    0.0088098     0.098183      0.27544 Ovary.Macrophage_Lyz2_high
Ovary.Marcrophage_Cd74_high           COVAR   12577     0.038197    0.0047535     0.075878      0.30734 Ovary.Marcrophage_Cd74_high
Ovary.Ovarian_surface_epithe...       COVAR   12577      0.06389    0.0093877      0.09199      0.24368 Ovary.Ovarian_surface_epithelium_cell
Ovary.Ovarian_vascular_surfa...       COVAR   12577    -0.045635   -0.0085331      0.07797      0.72082 Ovary.Ovarian_vascular_surface_endothelium_cell
Ovary.Small_luteal_cell               COVAR   12577    -0.059303   -0.0058784      0.14721      0.65646 Ovary.Small_luteal_cell
Ovary.Stroma_cell_                    COVAR   12577    -0.051854   -0.0066449      0.12479      0.66111 Ovary.Stroma_cell_
Ovary.Thecal_cell                     COVAR   12577      0.22821     0.029801      0.11306     0.021781 Ovary.Thecal_cell
Pancreas.Acinar_cell                  COVAR   12577     0.033626    0.0038068     0.085971      0.34786 Pancreas.Acinar_cell
Pancreas.B_cell                       COVAR   12577    -0.054324   -0.0069268     0.070424      0.77975 Pancreas.B_cell
Pancreas.Dendrtic_cell                COVAR   12577      0.05461    0.0060008      0.11477      0.31711 Pancreas.Dendrtic_cell
Pancreas.Dividing_cell                COVAR   12577    -0.057742    -0.010653     0.062417      0.82254 Pancreas.Dividing_cell
Pancreas.Ductal_cell                  COVAR   12577      0.15697     0.016699      0.12979      0.11326 Pancreas.Ductal_cell
Pancreas.Endocrine_cell               COVAR   12577     0.022179    0.0021557      0.12803      0.43123 Pancreas.Endocrine_cell
Pancreas.Endothelial_cell_Fa...       COVAR   12577     -0.10736   -0.0098401      0.12652      0.80193 Pancreas.Endothelial_cell_Fabp4_high
Pancreas.Endothelial_cell_Lr...       COVAR   12577     -0.10117    -0.013118     0.084045      0.88564 Pancreas.Endothelial_cell_Lrg1_high
Pancreas.Endothelial_cell_Tm...       COVAR   12577     -0.14502    -0.013465      0.11926      0.88799 Pancreas.Endothelial_cell_Tm4sf1_high
Pancreas.Erythroblast_Hbb.bt...       COVAR   12577   -0.0018197  -0.00025833     0.073373      0.50989 Pancreas.Erythroblast_Hbb.bt_high
Pancreas.Erythroblast_Igkc_h...       COVAR   12577     0.058484    0.0053218       0.1087      0.29528 Pancreas.Erythroblast_Igkc_high
Pancreas.Granulocyte                  COVAR   12577    -0.071456    -0.012009     0.050781      0.92029 Pancreas.Granulocyte
Pancreas.Macrophage                   COVAR   12577     0.087691    0.0073887       0.1479      0.27663 Pancreas.Macrophage
Pancreas.Macrophage_Ly6c2_hi...       COVAR   12577    -0.079577   -0.0084858       0.1015      0.78346 Pancreas.Macrophage_Ly6c2_high
Pancreas.Smooth_muscle_cell_...1      COVAR   12577       -0.124    -0.013075     0.098957      0.89489 Pancreas.Smooth_muscle_cell_Acta2_high
Pancreas.Smooth_muscle_cell_...2      COVAR   12577   -0.0037395  -0.00036852     0.094153      0.51584 Pancreas.Smooth_muscle_cell_Rgs5_high
Pancreas.Stromal_cell_Fn1_hi...       COVAR   12577      0.03818    0.0044415     0.096551      0.34626 Pancreas.Stromal_cell_Fn1_high
Pancreas.Stromal_cell_Mfap4_...       COVAR   12577    -0.034352   -0.0046969     0.081983      0.66239 Pancreas.Stromal_cell_Mfap4_high
Pancreas.Stromal_cell_Smoc2_...       COVAR   12577   -0.0069666  -0.00076114      0.10403       0.5267 Pancreas.Stromal_cell_Smoc2_high
Pancreas.T_cell                       COVAR   12577    -0.066109    -0.006861     0.095785      0.75495 Pancreas.T_cell
Pancreas.β.cell                      COVAR   12577    -0.029078   -0.0039274     0.091192      0.62508 Pancreas.β.cell
Peripheral_Blood.B_cell_Igha...       COVAR   12577     0.023596    0.0037748     0.078264      0.38152 Peripheral_Blood.B_cell_Igha_high
Peripheral_Blood.B_cell_Ly6d...       COVAR   12577    -0.078537    -0.006307       0.1622      0.68588 Peripheral_Blood.B_cell_Ly6d_high
Peripheral_Blood.B_cell_Rps2...       COVAR   12577    -0.059334   -0.0046023       0.1272      0.67955 Peripheral_Blood.B_cell_Rps27rt_high
Peripheral_Blood.B_cell_Vpre...       COVAR   12577     -0.14098    -0.018258      0.10092      0.91876 Peripheral_Blood.B_cell_Vpreb3_high
Peripheral_Blood.Basophil_Pr...       COVAR   12577     0.082386    0.0091276      0.11963      0.24552 Peripheral_Blood.Basophil_Prss34_high
Peripheral_Blood.Dendritic_c...       COVAR   12577    -0.056496   -0.0058393      0.13303      0.66446 Peripheral_Blood.Dendritic_cell_Siglech_high
Peripheral_Blood.Erythroblas...1      COVAR   12577    -0.026177    -0.006536     0.049184      0.70271 Peripheral_Blood.Erythroblast_Car2_high
Peripheral_Blood.Erythroblas...2      COVAR   12577    -0.032661   -0.0055994     0.047129      0.75584 Peripheral_Blood.Erythroblast_Hba.a2_high
Peripheral_Blood.Macrophage_...1      COVAR   12577    -0.099511   -0.0087583      0.14441      0.75461 Peripheral_Blood.Macrophage_Ace_high
Peripheral_Blood.Macrophage_...2      COVAR   12577    -0.066869   -0.0073339      0.10501      0.73787 Peripheral_Blood.Macrophage_Flt.ps1_high
Peripheral_Blood.Macrophage_...3      COVAR   12577      0.10021      0.01352     0.065974     0.064404 Peripheral_Blood.Macrophage_Pf4_high
Peripheral_Blood.Macrophage_...4      COVAR   12577     0.063988    0.0062512      0.14618       0.3308 Peripheral_Blood.Macrophage_S100a4_high
Peripheral_Blood.Monocyte_El...       COVAR   12577    -0.075927    -0.014587      0.08038      0.82756 Peripheral_Blood.Monocyte_Elane_high
Peripheral_Blood.Monocyte_F1...       COVAR   12577    -0.032098   -0.0043616      0.10724      0.61764 Peripheral_Blood.Monocyte_F13a1_high
Peripheral_Blood.Neutrophil_...1      COVAR   12577    -0.079858   -0.0090211      0.10627       0.7738 Peripheral_Blood.Neutrophil_Camp_high
Peripheral_Blood.Neutrophil_...2      COVAR   12577    -0.086887   -0.0076954      0.12998      0.74808 Peripheral_Blood.Neutrophil_Il1b_high
Peripheral_Blood.Neutrophil_...3      COVAR   12577     -0.12672    -0.012648      0.10515      0.88592 Peripheral_Blood.Neutrophil_Ltf_high
Peripheral_Blood.Neutrophil_...4      COVAR   12577    -0.077036   -0.0095905     0.074937      0.84802 Peripheral_Blood.Neutrophil_Retnlg_high
Peripheral_Blood.NK_cell_Gzm...       COVAR   12577     -0.16693    -0.013873      0.16583      0.84294 Peripheral_Blood.NK_cell_Gzma_high
Peripheral_Blood.T_cell_Gm14...       COVAR   12577     0.021025    0.0016224      0.15103      0.44464 Peripheral_Blood.T_cell_Gm14303_high
Peripheral_Blood.T_cell_Trbc...       COVAR   12577     -0.14644    -0.012082      0.16753      0.80896 Peripheral_Blood.T_cell_Trbc2_high
Prostate.Dendritic_cell               COVAR   12577    -0.034498   -0.0020597      0.18456      0.57414 Prostate.Dendritic_cell
Prostate.Epithelial_cell              COVAR   12577      0.02226    0.0013762      0.20665      0.45711 Prostate.Epithelial_cell
Prostate.Glandular_epithelium         COVAR   12577    -0.058983   -0.0033092      0.21228      0.60943 Prostate.Glandular_epithelium
Prostate.Prostate_gland_cell          COVAR   12577     0.010313    0.0005571      0.23545      0.48253 Prostate.Prostate_gland_cell
Prostate.Stromal_cell                 COVAR   12577     -0.16423   -0.0088168      0.22572      0.76655 Prostate.Stromal_cell
Prostate.T_cell                       COVAR   12577      0.23106     0.014349      0.18491      0.10575 Prostate.T_cell
Small_Intestine.B_cell_Ighd_...       COVAR   12577     -0.20848    -0.020883      0.12182      0.95648 Small_Intestine.B_cell_Ighd_high
