# MEAN_SAMPLE_SIZE = 54886
# TOTAL_GENES = 12577
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Mammary_Gland.Macrophage_Pf4...       COVAR   12577     0.099982    0.0093995      0.12731      0.21614 Mammary_Gland.Macrophage_Pf4_high
Mammary_Gland.Macrophage_Plb...       COVAR   12577     -0.01761   -0.0020724      0.11279      0.56204 Mammary_Gland.Macrophage_Plbd1_high
Mammary_Gland.Macrophage_Ret...       COVAR   12577      0.11944     0.013242      0.12466      0.16901 Mammary_Gland.Macrophage_Retnla_high
Mammary_Gland.Mast_cell               COVAR   12577     0.020296    0.0021941     0.090434      0.41121 Mammary_Gland.Mast_cell
Mammary_Gland.Muscel_cell             COVAR   12577     0.091069    0.0058897      0.14328      0.26253 Mammary_Gland.Muscel_cell
Mammary_Gland.Muscle__cell            COVAR   12577      -0.2255    -0.013905      0.16766      0.91067 Mammary_Gland.Muscle__cell
Mammary_Gland.Muscle_cell             COVAR   12577     -0.16967   -0.0088111      0.19974      0.80218 Mammary_Gland.Muscle_cell
Mammary_Gland.Muscle_cell_In...       COVAR   12577    -0.031441   -0.0031021       0.1109       0.6116 Mammary_Gland.Muscle_cell_Inmt_high
Mammary_Gland.Muscle_cell_Pi...       COVAR   12577     -0.08558   -0.0088237      0.11543      0.77077 Mammary_Gland.Muscle_cell_Pi16_high
Mammary_Gland.Myeloid_leukoc...       COVAR   12577    -0.091215    -0.014407     0.086317      0.85468 Mammary_Gland.Myeloid_leukocyte
Mammary_Gland.Myoepithelial_...       COVAR   12577    -0.025774   -0.0049304     0.078547      0.62859 Mammary_Gland.Myoepithelial_cell
Mammary_Gland.Natural_kill_c...       COVAR   12577     0.081991     0.004593      0.19475      0.33688 Mammary_Gland.Natural_kill_cell
Mammary_Gland.NK_cell                 COVAR   12577      -0.1428    -0.013823      0.14028      0.84564 Mammary_Gland.NK_cell
Mammary_Gland.NK_cell_Cd8b1_...       COVAR   12577    -0.051565   -0.0046267      0.13189      0.65209 Mammary_Gland.NK_cell_Cd8b1_high
Mammary_Gland.NK_cell_Gzma_h...       COVAR   12577     -0.19986    -0.021854       0.1443      0.91697 Mammary_Gland.NK_cell_Gzma_high
Mammary_Gland.NK_cells_Gzmb_...       COVAR   12577     -0.13153    -0.032887     0.067114      0.97498 Mammary_Gland.NK_cells_Gzmb_high
Mammary_Gland.Secretory_alve...1      COVAR   12577      0.10533     0.027958     0.069732     0.065475 Mammary_Gland.Secretory_alveoli_cell
Mammary_Gland.Secretory_alve...3      COVAR   12577     0.061893    0.0038113      0.16193      0.35116 Mammary_Gland.Secretory_alveoli_cell_Actb_high
Mammary_Gland.Secretory_alve...4      COVAR   12577    -0.052223   -0.0035907      0.15679      0.63046 Mammary_Gland.Secretory_alveoli_cell_Apod_high
Mammary_Gland.Secretory_alve...5      COVAR   12577    -0.011739  -0.00069284      0.17219      0.52718 Mammary_Gland.Secretory_alveoli_cell_Atf3_high
Mammary_Gland.Secretory_alve...2      COVAR   12577      0.23498     0.015141      0.14905     0.057472 Mammary_Gland.Secretory_alveoli_cell_AW112010_high
Mammary_Gland.Secretory_alve...6      COVAR   12577    -0.078306   -0.0047062      0.18374      0.66501 Mammary_Gland.Secretory_alveoli_cell_Bckdha_high
Mammary_Gland.Secretory_alve...7      COVAR   12577     0.013475   0.00094612      0.16116      0.46668 Mammary_Gland.Secretory_alveoli_cell_Ccng1_high
Mammary_Gland.Secretory_alve...8      COVAR   12577      0.24517     0.016156      0.14568     0.046209 Mammary_Gland.Secretory_alveoli_cell_Cd63_high
Mammary_Gland.Secretory_alve...9      COVAR   12577    -0.037945    -0.002595      0.13437      0.61117 Mammary_Gland.Secretory_alveoli_cell_Cd83_high
Mammary_Gland.Secretory_alve...10     COVAR   12577    -0.096264   -0.0062826      0.16613      0.71885 Mammary_Gland.Secretory_alveoli_cell_Cfd_high
Mammary_Gland.Secretory_alve...11     COVAR   12577     -0.14203    -0.008816      0.18174      0.78273 Mammary_Gland.Secretory_alveoli_cell_Cgrrf1_high
Mammary_Gland.Secretory_alve...12     COVAR   12577    -0.068051   -0.0046054      0.12936      0.70057 Mammary_Gland.Secretory_alveoli_cell_Cide.Wfdc3.Wap_high
Mammary_Gland.Secretory_alve...14     COVAR   12577     -0.12962   -0.0073679      0.17166      0.77491 Mammary_Gland.Secretory_alveoli_cell_Cidea_high
Mammary_Gland.Secretory_alve...13     COVAR   12577      0.12568    0.0079105      0.13888      0.18275 Mammary_Gland.Secretory_alveoli_cell_Cidea.Elovl5_high
Mammary_Gland.Secretory_alve...15     COVAR   12577     -0.17292    -0.012893      0.12002      0.92516 Mammary_Gland.Secretory_alveoli_cell_Clu_high
Mammary_Gland.Secretory_alve...16     COVAR   12577    -0.047645   -0.0029168      0.15197      0.62305 Mammary_Gland.Secretory_alveoli_cell_Cnp_high
Mammary_Gland.Secretory_alve...17     COVAR   12577    -0.069655   -0.0052884      0.10657      0.74331 Mammary_Gland.Secretory_alveoli_cell_Crip1_high
Mammary_Gland.Secretory_alve...18     COVAR   12577      0.12264     0.015874      0.11582      0.14483 Mammary_Gland.Secretory_alveoli_cell_Csn2_high
Mammary_Gland.Secretory_alve...19     COVAR   12577   -0.0038721  -0.00029154      0.11787       0.5131 Mammary_Gland.Secretory_alveoli_cell_Cyb561_high
Mammary_Gland.Secretory_alve...20     COVAR   12577      -0.1412   -0.0091987      0.16471      0.80433 Mammary_Gland.Secretory_alveoli_cell_Dnajb1_high
Mammary_Gland.Secretory_alve...21     COVAR   12577      0.11598    0.0080199      0.14689       0.2149 Mammary_Gland.Secretory_alveoli_cell_Ehf_high
Mammary_Gland.Secretory_alve...22     COVAR   12577     0.021886    0.0018823       0.1033      0.41611 Mammary_Gland.Secretory_alveoli_cell_Fcer1g_high
Mammary_Gland.Secretory_alve...25     COVAR   12577     -0.19625    -0.012675      0.13776      0.92284 Mammary_Gland.Secretory_alveoli_cell_Fth1_high
Mammary_Gland.Secretory_alve...23     COVAR   12577     -0.10095    -0.011031     0.073837       0.9142 Mammary_Gland.Secretory_alveoli_cell_Fth1.Cib1_high
Mammary_Gland.Secretory_alve...24     COVAR   12577      0.15628     0.011491      0.12642      0.10821 Mammary_Gland.Secretory_alveoli_cell_Fth1.Wfdc3_high
Mammary_Gland.Secretory_alve...26     COVAR   12577     0.037986    0.0022878      0.17474      0.41396 Mammary_Gland.Secretory_alveoli_cell_Gadd45b_high
Mammary_Gland.Secretory_alve...27     COVAR   12577     0.012197   0.00075546      0.15784       0.4692 Mammary_Gland.Secretory_alveoli_cell_Ggnbp2_high
Mammary_Gland.Secretory_alve...28     COVAR   12577    0.0016003   9.6035e-05      0.18133      0.49648 Mammary_Gland.Secretory_alveoli_cell_Gm1673_high
Mammary_Gland.Secretory_alve...29     COVAR   12577    -0.043433   -0.0025296      0.17767      0.59656 Mammary_Gland.Secretory_alveoli_cell_Gpx3_high
Mammary_Gland.Secretory_alve...30     COVAR   12577     -0.13622   -0.0081373       0.1815      0.77351 Mammary_Gland.Secretory_alveoli_cell_Hes1_high
Mammary_Gland.Secretory_alve...31     COVAR   12577     -0.15398   -0.0099099      0.15914      0.83336 Mammary_Gland.Secretory_alveoli_cell_Hsp90aa1_high
Mammary_Gland.Secretory_alve...32     COVAR   12577      0.16597    0.0099312      0.17682      0.17397 Mammary_Gland.Secretory_alveoli_cell_Hspa1a_high
Mammary_Gland.Secretory_alve...33     COVAR   12577     -0.13105    -0.012115      0.10162      0.90139 Mammary_Gland.Secretory_alveoli_cell_Ifi27l2a_high
Mammary_Gland.Secretory_alve...34     COVAR   12577    -0.098273   -0.0062688      0.16868      0.71991 Mammary_Gland.Secretory_alveoli_cell_Ifi35_high
Mammary_Gland.Secretory_alve...35     COVAR   12577    -0.045511   -0.0031377      0.14251      0.62527 Mammary_Gland.Secretory_alveoli_cell_Igfbp7_high
Mammary_Gland.Secretory_alve...36     COVAR   12577    -0.081052   -0.0048353       0.1781      0.67548 Mammary_Gland.Secretory_alveoli_cell_Ighm1_high
Mammary_Gland.Secretory_alve...38     COVAR   12577     -0.25532    -0.017406      0.13251      0.97298 Mammary_Gland.Secretory_alveoli_cell_Igkv1.110_high
Mammary_Gland.Secretory_alve...37     COVAR   12577     0.020995    0.0013645      0.14337      0.44179 Mammary_Gland.Secretory_alveoli_cell_Igkv1.110.P4hb_high
Mammary_Gland.Secretory_alve...39     COVAR   12577      0.38236     0.024537      0.14588    0.0043884 Mammary_Gland.Secretory_alveoli_cell_Igkv1.117_high
Mammary_Gland.Secretory_alve...40     COVAR   12577     0.050425    0.0032194      0.15539      0.37278 Mammary_Gland.Secretory_alveoli_cell_Iglc1_high
Mammary_Gland.Secretory_alve...41     COVAR   12577     -0.12485   -0.0080688      0.15312      0.79256 Mammary_Gland.Secretory_alveoli_cell_Igsf8_high
Mammary_Gland.Secretory_alve...42     COVAR   12577     0.010418   0.00064112      0.17456       0.4762 Mammary_Gland.Secretory_alveoli_cell_Kif5b_high
Mammary_Gland.Secretory_alve...43     COVAR   12577     0.090865    0.0053766      0.17045      0.29699 Mammary_Gland.Secretory_alveoli_cell_Klf2_high
Mammary_Gland.Secretory_alve...44     COVAR   12577    -0.050093   -0.0030357      0.18025      0.60946 Mammary_Gland.Secretory_alveoli_cell_Klf6_high
Mammary_Gland.Secretory_alve...45     COVAR   12577    -0.098189    -0.006449      0.13716      0.76295 Mammary_Gland.Secretory_alveoli_cell_Lgals1_high
Mammary_Gland.Secretory_alve...46     COVAR   12577   -0.0027687  -0.00019161      0.13444      0.50822 Mammary_Gland.Secretory_alveoli_cell_Ly6a_high
Mammary_Gland.Secretory_alve...47     COVAR   12577    -0.010526  -0.00074366      0.14918      0.52812 Mammary_Gland.Secretory_alveoli_cell_Lyz2_high
Mammary_Gland.Secretory_alve...48     COVAR   12577     0.017139    0.0010687      0.15944       0.4572 Mammary_Gland.Secretory_alveoli_cell_Malat1_high
Mammary_Gland.Secretory_alve...49     COVAR   12577    -0.033151   -0.0019909      0.16381      0.58018 Mammary_Gland.Secretory_alveoli_cell_Mat2a_high
Mammary_Gland.Secretory_alve...50     COVAR   12577    -0.042429   -0.0025127      0.16757      0.59994 Mammary_Gland.Secretory_alveoli_cell_Mrpl15_high
Mammary_Gland.Secretory_alve...76     COVAR   12577    -0.029835   -0.0017408       0.1846      0.56419 Mammary_Gland.Secretory_alveoli_cell_mt.Tp_high
Mammary_Gland.Secretory_alve...51     COVAR   12577      0.02271    0.0014646      0.14025      0.43568 Mammary_Gland.Secretory_alveoli_cell_Naxd_high
Mammary_Gland.Secretory_alve...52     COVAR   12577    -0.037534   -0.0022704      0.17765      0.58366 Mammary_Gland.Secretory_alveoli_cell_Pa2g4_high
Mammary_Gland.Secretory_alve...53     COVAR   12577     -0.12402   -0.0088627       0.1332      0.82408 Mammary_Gland.Secretory_alveoli_cell_Prkcsh_high
Mammary_Gland.Secretory_alve...54     COVAR   12577    -0.095773   -0.0060864      0.16311      0.72144 Mammary_Gland.Secretory_alveoli_cell_Ptpn18_high
Mammary_Gland.Secretory_alve...55     COVAR   12577     -0.14723   -0.0091514      0.15241      0.83297 Mammary_Gland.Secretory_alveoli_cell_Rac2_high
Mammary_Gland.Secretory_alve...56     COVAR   12577    -0.061229   -0.0038692      0.15061      0.65783 Mammary_Gland.Secretory_alveoli_cell_Retnla_high
Mammary_Gland.Secretory_alve...57     COVAR   12577   -0.0086037  -0.00058114      0.13974      0.52455 Mammary_Gland.Secretory_alveoli_cell_Rgs2_high_Rora_high
Mammary_Gland.Secretory_alve...58     COVAR   12577      0.13137    0.0085383      0.14079       0.1754 Mammary_Gland.Secretory_alveoli_cell_Rhob_high
Mammary_Gland.Secretory_alve...59     COVAR   12577    -0.062976   -0.0043257       0.1292      0.68702 Mammary_Gland.Secretory_alveoli_cell_S100a11_high
Mammary_Gland.Secretory_alve...60     COVAR   12577    -0.089281   -0.0059828      0.14985      0.72434 Mammary_Gland.Secretory_alveoli_cell_Sars_high
Mammary_Gland.Secretory_alve...61     COVAR   12577     -0.25184    -0.016061      0.15145      0.95181 Mammary_Gland.Secretory_alveoli_cell_Sh3bgrl3_high
Mammary_Gland.Secretory_alve...62     COVAR   12577    -0.055787   -0.0036725      0.16041        0.636 Mammary_Gland.Secretory_alveoli_cell_Snord118_high
Mammary_Gland.Secretory_alve...63     COVAR   12577     -0.03377    -0.002057        0.186      0.57203 Mammary_Gland.Secretory_alveoli_cell_Spp1_high
Mammary_Gland.Secretory_alve...64     COVAR   12577     -0.10892   -0.0067537      0.17122      0.73766 Mammary_Gland.Secretory_alveoli_cell_Srsf11_high
Mammary_Gland.Secretory_alve...65     COVAR   12577      0.16134     0.012373      0.12381     0.096277 Mammary_Gland.Secretory_alveoli_cell_Taf1d_high
Mammary_Gland.Secretory_alve...66     COVAR   12577    -0.019572   -0.0012512      0.13705      0.55678 Mammary_Gland.Secretory_alveoli_cell_Thy1_high
Mammary_Gland.Secretory_alve...67     COVAR   12577     -0.10855   -0.0073199      0.13554      0.78839 Mammary_Gland.Secretory_alveoli_cell_Tmem123_high
Mammary_Gland.Secretory_alve...68     COVAR   12577     -0.11406   -0.0068371      0.15922      0.76311 Mammary_Gland.Secretory_alveoli_cell_Tmsb10_high
Mammary_Gland.Secretory_alve...69     COVAR   12577     0.057355    0.0060259      0.13758      0.33839 Mammary_Gland.Secretory_alveoli_cell_Trf_high
Mammary_Gland.Secretory_alve...70     COVAR   12577    -0.040137   -0.0027923      0.14482      0.60916 Mammary_Gland.Secretory_alveoli_cell_Tubb5_high
Mammary_Gland.Secretory_alve...71     COVAR   12577      0.09147    0.0055979      0.16337      0.28778 Mammary_Gland.Secretory_alveoli_cell_Tyrobp_high
Mammary_Gland.Secretory_alve...72     COVAR   12577     0.086745    0.0057557      0.15799      0.29149 Mammary_Gland.Secretory_alveoli_cell_Ube2e3_high
Mammary_Gland.Secretory_alve...73     COVAR   12577     -0.05499   -0.0031469      0.18927       0.6143 Mammary_Gland.Secretory_alveoli_cell_Wfdc17_high
Mammary_Gland.Secretory_alve...74     COVAR   12577    -0.035355   -0.0029401     0.097012      0.64223 Mammary_Gland.Secretory_alveoli_cell_Wfdc3.Wap_high
Mammary_Gland.Secretory_alve...75     COVAR   12577     -0.10294   -0.0064536      0.17146      0.72586 Mammary_Gland.Secretory_alveoli_cell_Yif1b1_high
Mammary_Gland.Stem_and_proge...       COVAR   12577    -0.097206   -0.0098571       0.1372      0.76067 Mammary_Gland.Stem_and_progenitor_cell
Mammary_Gland.Stromal_cell            COVAR   12577    -0.031348   -0.0030682      0.13518      0.59169 Mammary_Gland.Stromal_cell
Mammary_Gland.Stromal_cell_C...       COVAR   12577     0.018312     0.002049      0.12284      0.44075 Mammary_Gland.Stromal_cell_Col3a1_high
Mammary_Gland.Stromal_cell_P...       COVAR   12577    -0.056179   -0.0071348      0.10134      0.71033 Mammary_Gland.Stromal_cell_Pi16_high
Mammary_Gland.T_cell                  COVAR   12577     -0.10999    -0.010029      0.18425      0.72472 Mammary_Gland.T_cell
Mammary_Gland.T_cell_Cd8b1_h...       COVAR   12577      -0.1712      -0.0141      0.16638      0.84825 Mammary_Gland.T_cell_Cd8b1_high
Mammary_Gland.T_cell_Grwd1_h...       COVAR   12577    -0.050859   -0.0082808     0.050332      0.84385 Mammary_Gland.T_cell_Grwd1_high
Mammary_Gland.T_cell_Icos_hi...       COVAR   12577    -0.045836   -0.0041802      0.12297      0.64533 Mammary_Gland.T_cell_Icos_high
Mammary_Gland.T_cell_Ly6c2_h...       COVAR   12577     -0.18508    -0.016274      0.15305       0.8867 Mammary_Gland.T_cell_Ly6c2_high
Mammary_Gland.T_cell_Pclaf_h...       COVAR   12577     -0.18835    -0.022412      0.12961      0.92691 Mammary_Gland.T_cell_Pclaf_high
Mammary_Gland.T.cells_Ctla4_...       COVAR   12577     -0.32098    -0.032376      0.14787      0.98501 Mammary_Gland.T.cells_Ctla4_high
Muscle.B_cell_Jchain_high             COVAR   12577      -0.2196    -0.028735     0.089992      0.99265 Muscle.B_cell_Jchain_high
Muscle.B_cell_Vpreb3_high             COVAR   12577     -0.13637    -0.016187      0.11688      0.87834 Muscle.B_cell_Vpreb3_high
Muscle.Dendritic_cell                 COVAR   12577        0.032    0.0036023     0.083262      0.35037 Muscle.Dendritic_cell
Muscle.Endothelial_cell               COVAR   12577     -0.18058    -0.017871      0.10288      0.96038 Muscle.Endothelial_cell
Muscle.Erythroblast_Car1_high         COVAR   12577    -0.023472    -0.006439     0.050089      0.68032 Muscle.Erythroblast_Car1_high
Muscle.Erythroblast_Car2_high         COVAR   12577     0.092669     0.011333     0.094984      0.16464 Muscle.Erythroblast_Car2_high
Muscle.Granulocyte_monocyte_...       COVAR   12577     -0.12851    -0.019756      0.10433      0.89098 Muscle.Granulocyte_monocyte_progenitor_cell
Muscle.Macrophage_Ms4a6c_high         COVAR   12577     0.033242    0.0043402      0.12821      0.39771 Muscle.Macrophage_Ms4a6c_high
Muscle.Macrophage_Retnla_high         COVAR   12577      0.15226     0.019692     0.093198     0.051173 Muscle.Macrophage_Retnla_high
Muscle.Muscle_cell_Tnnc1_high         COVAR   12577     0.046857    0.0073888     0.055845      0.20073 Muscle.Muscle_cell_Tnnc1_high
Muscle.Muscle_cell_Tnnc2_high         COVAR   12577    -0.095295    -0.013757     0.066592      0.92377 Muscle.Muscle_cell_Tnnc2_high
Muscle.Muscle_progenitor_cell         COVAR   12577     0.096214    0.0091809      0.13407       0.2365 Muscle.Muscle_progenitor_cell
Muscle.Neutrophil_Camp_high           COVAR   12577       -0.115    -0.013248      0.10377      0.86611 Muscle.Neutrophil_Camp_high
Muscle.Neutrophil_Prg2_high           COVAR   12577    0.0015861   0.00028142     0.045472      0.48609 Muscle.Neutrophil_Prg2_high
Muscle.Neutrophil_Retnlg_high         COVAR   12577    -0.031964   -0.0039649     0.076726      0.66151 Muscle.Neutrophil_Retnlg_high
Muscle.Stromal_cell                   COVAR   12577     0.011862    0.0013024      0.10258      0.45397 Muscle.Stromal_cell
Muscle.T_cell                         COVAR   12577    0.0029521   0.00037694     0.068034      0.48269 Muscle.T_cell
Ovary.Cumulus_cell_Car14_high         COVAR   12577     -0.03986   -0.0054066      0.12224      0.62782 Ovary.Cumulus_cell_Car14_high
Ovary.Cumulus_cell_Nupr1_high         COVAR   12577   -0.0061557  -0.00065391      0.15108      0.51625 Ovary.Cumulus_cell_Nupr1_high
Ovary.Cumulus_cell_Ube2c_high         COVAR   12577     0.012303    0.0019613      0.09905      0.45058 Ovary.Cumulus_cell_Ube2c_high
Ovary.Granulosa_cell_Inhba_h...       COVAR   12577     -0.02222   -0.0026299      0.12722      0.56932 Ovary.Granulosa_cell_Inhba_high
Ovary.Granulosa_cell_Kctd14_...       COVAR   12577      0.19616     0.021264      0.13875     0.078731 Ovary.Granulosa_cell_Kctd14_high
Ovary.Large_luteal_cell               COVAR   12577    -0.024946   -0.0045005     0.086216      0.61384 Ovary.Large_luteal_cell
Ovary.luteal_cells                    COVAR   12577     0.025677    0.0069816     0.057832      0.32853 Ovary.luteal_cells
Ovary.Macrophage_Lyz2_high            COVAR   12577     0.057509    0.0086515     0.096397       0.2754 Ovary.Macrophage_Lyz2_high
Ovary.Marcrophage_Cd74_high           COVAR   12577     0.038229    0.0047575     0.076105      0.30772 Ovary.Marcrophage_Cd74_high
Ovary.Ovarian_surface_epithe...       COVAR   12577     0.065287     0.009593     0.093566      0.24267 Ovary.Ovarian_surface_epithelium_cell
Ovary.Ovarian_vascular_surfa...       COVAR   12577    -0.057039    -0.010665     0.084556      0.75002 Ovary.Ovarian_vascular_surface_endothelium_cell
Ovary.Small_luteal_cell               COVAR   12577    -0.069066   -0.0068462      0.15454      0.67253 Ovary.Small_luteal_cell
Ovary.Stroma_cell                     COVAR   12577    -0.076922   -0.0098572      0.14319      0.70443 Ovary.Stroma_cell
Ovary.Thecal_cell                     COVAR   12577      0.24237      0.03165      0.11695     0.019125 Ovary.Thecal_cell
Pancreas.Acinar_cell                  COVAR   12577      0.03357    0.0038004     0.086358      0.34874 Pancreas.Acinar_cell
Pancreas.B_cell                       COVAR   12577    -0.054166   -0.0069066     0.070384      0.77922 Pancreas.B_cell
Pancreas.Dendrtic_cell                COVAR   12577     0.054263    0.0059627      0.11315      0.31578 Pancreas.Dendrtic_cell
Pancreas.Dividing_cell                COVAR   12577     -0.06196    -0.011431      0.06405      0.83331 Pancreas.Dividing_cell
Pancreas.Ductal_cell                  COVAR   12577      0.15894     0.016908      0.13074      0.11206 Pancreas.Ductal_cell
Pancreas.Endocrine_cell               COVAR   12577     0.021652    0.0021044      0.13021      0.43397 Pancreas.Endocrine_cell
Pancreas.Endothelial_cell_Fa...       COVAR   12577     -0.10988    -0.010071       0.1276      0.80542 Pancreas.Endothelial_cell_Fabp4_high
Pancreas.Endothelial_cell_Lr...       COVAR   12577     -0.10215    -0.013245     0.084371      0.88699 Pancreas.Endothelial_cell_Lrg1_high
Pancreas.Endothelial_cell_Tm...       COVAR   12577     -0.14779    -0.013721      0.12014      0.89067 Pancreas.Endothelial_cell_Tm4sf1_high
Pancreas.Erythroblast_Hbb.bt...       COVAR   12577    -0.001729  -0.00024545     0.073347       0.5094 Pancreas.Erythroblast_Hbb.bt_high
Pancreas.Erythroblast_Igkc_h...       COVAR   12577     0.058562     0.005329      0.10878      0.29518 Pancreas.Erythroblast_Igkc_high
Pancreas.Granulocyte                  COVAR   12577    -0.070963    -0.011926     0.050676      0.91928 Pancreas.Granulocyte
Pancreas.Macrophage                   COVAR   12577     0.086712    0.0073062      0.14565      0.27582 Pancreas.Macrophage
Pancreas.Macrophage_Ly6c2_hi...       COVAR   12577    -0.074648   -0.0079602     0.099481      0.77348 Pancreas.Macrophage_Ly6c2_high
Pancreas.Smooth_muscle_cell_...1      COVAR   12577     -0.12765     -0.01346      0.10004      0.89901 Pancreas.Smooth_muscle_cell_Acta2_high
Pancreas.Smooth_muscle_cell_...2      COVAR   12577   -0.0045285  -0.00044628     0.094796      0.51905 Pancreas.Smooth_muscle_cell_Rgs5_high
Pancreas.Stromal_cell_Fn1_hi...       COVAR   12577     0.038241    0.0044486     0.098036      0.34824 Pancreas.Stromal_cell_Fn1_high
Pancreas.Stromal_cell_Mfap4_...       COVAR   12577    -0.036857   -0.0050394     0.083522      0.67049 Pancreas.Stromal_cell_Mfap4_high
Pancreas.Stromal_cell_Smoc2_...       COVAR   12577    -0.008395  -0.00091719      0.10565      0.53167 Pancreas.Stromal_cell_Smoc2_high
Pancreas.T_cell                       COVAR   12577    -0.064907   -0.0067363     0.095311      0.75206 Pancreas.T_cell
Pancreas.β.cell                      COVAR   12577    -0.029751   -0.0040184     0.091798      0.62706 Pancreas.β.cell
Peripheral_Blood.B_cell_Igha...       COVAR   12577     0.023668    0.0037863     0.078887      0.38208 Peripheral_Blood.B_cell_Igha_high
Peripheral_Blood.B_cell_Ly6d...       COVAR   12577    -0.074612   -0.0059918      0.15985      0.67966 Peripheral_Blood.B_cell_Ly6d_high
Peripheral_Blood.B_cell_Rps2...       COVAR   12577    -0.056793   -0.0044052      0.12597      0.67395 Peripheral_Blood.B_cell_Rps27rt_high
Peripheral_Blood.B_cell_Vpre...       COVAR   12577     -0.15873    -0.020557      0.10607      0.93272 Peripheral_Blood.B_cell_Vpreb3_high
Peripheral_Blood.Basophil_Pr...       COVAR   12577     0.084795    0.0093945      0.12243      0.24429 Peripheral_Blood.Basophil_Prss34_high
Peripheral_Blood.Dendritic_c...       COVAR   12577    -0.057257   -0.0059179       0.1337      0.66576 Peripheral_Blood.Dendritic_cell_Siglech_high
Peripheral_Blood.Erythroblas...1      COVAR   12577    -0.031422   -0.0078456     0.052176      0.72648 Peripheral_Blood.Erythroblast_Car2_high
Peripheral_Blood.Erythroblas...2      COVAR   12577    -0.032321   -0.0055412     0.047037        0.754 Peripheral_Blood.Erythroblast_Hba.a2_high
Peripheral_Blood.Macrophage_...1      COVAR   12577    -0.090378   -0.0079544      0.13992      0.74082 Peripheral_Blood.Macrophage_Ace_high
Peripheral_Blood.Macrophage_...2      COVAR   12577    -0.060933   -0.0066828      0.10211      0.72465 Peripheral_Blood.Macrophage_Flt.ps1_high
Peripheral_Blood.Macrophage_...3      COVAR   12577      0.10021     0.013519     0.065948     0.064337 Peripheral_Blood.Macrophage_Pf4_high
Peripheral_Blood.Macrophage_...4      COVAR   12577     0.062319    0.0060882      0.14051       0.3287 Peripheral_Blood.Macrophage_S100a4_high
Peripheral_Blood.Monocyte_El...       COVAR   12577    -0.083378    -0.016018     0.083527       0.8409 Peripheral_Blood.Monocyte_Elane_high
Peripheral_Blood.Monocyte_F1...       COVAR   12577    -0.032832   -0.0044614      0.10805      0.61938 Peripheral_Blood.Monocyte_F13a1_high
Peripheral_Blood.Neutrophil_...1      COVAR   12577    -0.079086   -0.0089339      0.10598      0.77223 Peripheral_Blood.Neutrophil_Camp_high
Peripheral_Blood.Neutrophil_...2      COVAR   12577    -0.080312   -0.0071131      0.12691      0.73657 Peripheral_Blood.Neutrophil_Il1b_high
Peripheral_Blood.Neutrophil_...3      COVAR   12577     -0.11976    -0.011953       0.1031      0.87728 Peripheral_Blood.Neutrophil_Ltf_high
Peripheral_Blood.Neutrophil_...4      COVAR   12577    -0.074277    -0.009247     0.074132      0.84181 Peripheral_Blood.Neutrophil_Retnlg_high
Peripheral_Blood.NK_cell_Gzm...       COVAR   12577     -0.16128    -0.013404      0.16371      0.83771 Peripheral_Blood.NK_cell_Gzma_high
Peripheral_Blood.T_cell_Gm14...       COVAR   12577     0.021704    0.0016748      0.14993      0.44245 Peripheral_Blood.T_cell_Gm14303_high
Peripheral_Blood.T_cell_Trbc...       COVAR   12577     -0.14524    -0.011983      0.16712       0.8076 Peripheral_Blood.T_cell_Trbc2_high
Prostate.Dendritic_cell               COVAR   12577     -0.03225   -0.0019255      0.18281      0.57002 Prostate.Dendritic_cell
Prostate.Epithelial_cell              COVAR   12577      0.02415    0.0014931      0.20259      0.45256 Prostate.Epithelial_cell
Prostate.Glandular_epithelium         COVAR   12577    -0.055098   -0.0030912      0.20936      0.60379 Prostate.Glandular_epithelium
Prostate.Prostate_gland_cell          COVAR   12577     0.012259    0.0006622       0.2324      0.47897 Prostate.Prostate_gland_cell
Prostate.Stromal_cell                 COVAR   12577     -0.16267   -0.0087331      0.22512      0.76503 Prostate.Stromal_cell
Prostate.T_cell                       COVAR   12577      0.22922     0.014235      0.18376      0.10613 Prostate.T_cell
Small_Intestine.B_cell_Ighd_...       COVAR   12577     -0.19982    -0.020015      0.11974      0.95241 Small_Intestine.B_cell_Ighd_high
Small_Intestine.B_cell_Igkv1...       COVAR   12577    -0.061212   -0.0070198      0.11033      0.71048 Small_Intestine.B_cell_Igkv12.46_high
Small_Intestine.B_cell_Jchai...       COVAR   12577    -0.028102   -0.0026394      0.13444      0.58279 Small_Intestine.B_cell_Jchain_high
Small_Intestine.B_cell_Ms4a1...       COVAR   12577     -0.10497    -0.014634      0.10278      0.84644 Small_Intestine.B_cell_Ms4a1_high
Small_Intestine.Columnar_epi...       COVAR   12577    -0.014033   -0.0024179     0.074661      0.57454 Small_Intestine.Columnar_epithelium
Small_Intestine.Dendritic_ce...       COVAR   12577    -0.058656   -0.0068887     0.097124      0.72705 Small_Intestine.Dendritic_cell_Siglech_high
Small_Intestine.Dendrtic_cel...       COVAR   12577     -0.10113    -0.012782      0.10489       0.8325 Small_Intestine.Dendrtic_cell_Cst3_high
