tissue,exprID,00_38,01_37,02_06,03_28,04_05,04_19,05_10,06_02,06_53,07_28,07_37,07_73,08_55,08_88,09_56,92_10,92_32,94_35,95_03,95_21,95_26,95_27,96_03,96_13,96_32,96_44,97_02,97_14,97_17,97_37,97_45,98_27,98_34,99_14,001_06,001_10,002_08,002_10,003_08,003_10,004_06,004_08,004_10,005_09,006_08,006_09,006_10,007_06,007_08,007_09,007_10,008_10,009_07,009_09,010_09,010_10,011_09,011_10,012_08,012_09,012_10,013_09,013_10,014_08,014_09,014_10,015_07,015_09,015_10,016_07,016_08,016_09,016_10,017_07,017_08,017_09,018_05,018_06,018_07,018_08,018_09,018_10,019_08,019_10,020_07,020_08,020_10,021_05,021_08,021_09,021_10,022_06,022_08,022_09,023_08,023_09,023_10,024_08,024_09,024_10,025_05,025_08,025_09,025_10,026_07,026_08,026_09,027_09,028_08,028_09,028_10,029_09,030_06,030_09,031_08,031_09,032_08,032_09,032_10,033_08,033_09,034_06,034_08,034_09,035_06,035_09,036_08,036_09,037_08,038_08,038_09,039_06,040_08,043_06
THAL,2959608,1.36457,NA,1.96517,NA,1.39103,NA,NA,2.15755,1.4344,1.37246,1.6412,1.52759,1.57694,2.31927,2.95251,1.82488,2.33129,1.27108,1.95698,1.5109,1.68453,1.42631,NA,1.47885,2.04,1.27938,1.72875,0.932252,1.49945,1.92732,1.58037,1.2747,2.32706,1.39893,2.37203,2.45223,1.60862,1.4935,1.60376,2.77159,1.27793,2.24143,2.8432,2.20537,2.56468,2.16239,1.68699,1.53266,2.35926,1.42561,2.37366,2.92811,1.41738,1.49119,1.71958,1.41599,2.06867,1.59698,1.57879,1.5591,1.71393,2.19711,1.60345,2.56282,1.66576,1.13774,1.13759,NA,1.80104,1.60009,NA,1.1502,1.18367,1.8052,1.54632,1.17984,1.69395,2.05827,2.50512,2.00164,1.82309,1.64388,1.48257,1.45123,1.43586,2.02816,2.68594,2.842,1.22421,2.17785,1.77474,1.07467,1.77934,1.63062,1.5239,1.51639,1.95121,1.41832,1.44973,1.57923,1.52312,1.76528,1.66201,1.34408,1.4383,1.48255,1.95899,2.44481,1.26997,2.01941,1.47168,1.1769,1.66731,2.58815,NA,1.11162,2.80412,1.56916,1.48781,1.50368,1.69078,NA,2.38991,1.53351,1.35948,2.14438,1.75362,1.97196,NA,2.28826,3.06266,2.00638,1.46887,2.10301
THAL,2959610,1.68318,NA,1.16061,NA,1.98708,NA,NA,2.04525,1.48367,1.39707,1.42544,1.71398,1.01081,1.20339,1.89176,2.2796,1.71606,1.31401,1.51721,1.26332,2.34248,1.25807,NA,1.58425,1.52981,1.19705,0.944194,3.08537,1.68045,1.53851,1.17658,1.80893,1.25626,1.33025,1.58503,1.88274,2.6404,1.90675,2.49278,2.04273,1.38151,1.41282,1.36788,1.15745,1.16562,1.12267,2.68907,1.24471,2.65499,1.42273,1.48959,0.94644,1.27108,1.52669,1.44156,1.40075,1.24197,1.6427,1.48668,1.58449,1.42242,1.03267,2.34073,2.81744,2.20912,2.30426,1.45732,NA,1.91964,1.01494,NA,1.77711,2.28183,1.89571,0.827357,1.55699,0.834396,2.02893,1.20372,1.42827,1.9963,1.95696,2.31884,1.97055,1.86108,3.80424,3.22152,0.867791,0.787781,0.902406,0.706387,1.39732,2.40326,0.992222,0.967488,3.15483,1.8445,1.92164,1.27097,1.64553,1.43608,1.44826,0.783221,1.54897,1.3151,1.88481,1.72375,1.20719,1.72386,1.97149,1.54327,0.894567,1.32337,1.34345,NA,1.3681,1.15228,1.39389,1.22419,1.29778,1.38598,NA,1.5557,1.1591,1.44413,2.45269,2.06957,3.25316,NA,1.09923,2.5471,1.25161,2.30863,1.08948
THAL,2959611,1.35152,NA,0.968841,NA,1.64847,NA,NA,1.19598,1.6697,1.12262,0.868497,1.00075,2.00723,1.86206,1.19256,1.62629,1.3144,1.57402,1.02297,1.48256,1.15196,2.39755,NA,2.49703,1.39282,1.16217,1.36993,1.30469,1.64796,1.00151,1.37108,2.0361,1.30655,1.06595,2.04326,1.80806,1.71426,1.05784,1.2057,1.82003,1.22887,1.16701,1.68528,0.975783,1.75445,1.21904,2.07201,1.38494,1.28098,1.64361,1.60168,1.37192,1.56566,1.37505,1.43815,1.36079,1.67728,1.45681,1.34885,1.58147,1.70143,1.47734,2.16588,1.33899,1.60886,1.68283,1.44549,NA,1.11587,1.16263,NA,1.41758,1.42912,1.81833,2.00157,1.36424,1.30021,0.75081,1.56524,1.31192,1.39538,1.22317,1.33491,1.057,1.16801,1.16343,1.8062,1.1237,1.30497,1.11808,1.30062,1.59925,1.35077,2.70342,1.86763,1.49564,1.50823,1.32254,1.66746,1.72164,1.48956,1.41851,1.88098,2.2253,1.64097,1.36569,1.66778,2.13285,1.32014,1.06856,1.02165,1.3531,1.23442,1.40185,NA,1.28146,1.38882,1.28496,1.32477,1.3074,1.60384,NA,1.57338,1.20121,1.8369,1.85874,1.67734,1.11849,NA,2.12303,1.01441,1.43434,1.9529,1.82904
THAL,2959612,2.20663,NA,2.65039,NA,2.64994,NA,NA,2.72251,1.45628,1.43145,1.99476,2.12627,1.84556,1.74522,2.44357,2.58209,2.12307,1.80766,1.97386,2.44217,1.81502,2.44749,NA,2.10892,3.01677,2.17395,2.16017,2.37934,2.64845,2.41966,2.43735,2.14013,1.79626,2.10402,1.92201,1.93641,2.27477,2.105,2.73179,2.66763,1.88794,3.07469,2.72318,1.79743,2.23021,2.02073,1.88951,2.17561,3.84754,2.54208,2.12799,1.57765,1.88153,1.74318,2.1269,2.03974,1.7843,2.20946,2.56259,1.9175,1.71401,2.12628,3.06656,2.74212,2.88623,3.47468,2.01142,NA,2.0413,1.94797,NA,1.84533,2.38263,2.40609,2.12231,2.20355,2.54263,1.78059,2.59165,1.81436,1.90805,3.22065,2.63078,2.26093,1.64104,1.60836,2.14716,2.53163,1.54602,2.14236,1.65287,2.25567,2.14194,1.96326,2.54734,2.18329,1.68923,2.81046,2.88686,1.8527,2.24966,2.24552,2.0104,2.13779,1.9195,2.65226,2.55567,2.16894,1.77763,2.23384,2.9195,2.16469,2.55855,1.54668,NA,1.73729,2.26361,1.97112,2.06344,3.02217,2.01775,NA,3.17354,2.43414,1.90254,2.33702,1.4891,2.58488,NA,2.33299,1.97921,2.02897,1.9833,1.73405
THAL,2959620,3.7806,NA,4.30424,NA,4.41406,NA,NA,4.53496,3.61542,4.09544,4.63335,5.21215,4.19346,4.49802,3.51601,4.21121,3.38973,4.39701,4.01951,4.22272,3.95667,3.89425,NA,4.41246,3.72737,4.34854,3.87482,4.46613,4.19708,3.30856,3.31856,4.31663,4.15625,3.90244,4.26042,2.98852,4.90905,3.85118,4.31534,3.20393,4.99743,4.0719,3.51535,3.65176,4.88358,3.86737,3.96813,4.21433,3.85354,4.44683,5.00064,3.91697,3.61764,3.27013,3.33584,4.48934,3.53012,4.0017,3.81719,3.43481,4.08638,4.54587,4.47485,5.11041,4.46821,4.60806,3.96304,NA,3.80404,3.14818,NA,3.79065,3.29706,5.30922,4.40281,3.20501,3.38257,4.51728,4.58129,3.7226,4.09833,3.5759,3.55776,4.64518,3.45081,4.8681,3.09654,4.59702,3.73094,3.88988,3.98319,3.28555,2.99448,4.2527,3.14933,4.75055,4.41694,3.71178,4.04633,3.67927,5.20378,4.57233,4.22002,4.50776,4.04093,4.87543,3.84289,4.76012,4.14385,4.02505,3.36054,3.87413,4.3037,3.7269,NA,4.30884,4.36069,4.00062,4.35447,3.70936,4.19097,NA,4.44235,3.34187,4.05453,4.22595,3.56392,3.23846,NA,3.57223,3.85928,4.5063,3.81523,3.67573
THAL,2959622,2.23659,NA,1.93774,NA,1.57475,NA,NA,2.22297,1.6331,1.73,1.46839,2.08803,2.13099,1.61496,1.4768,2.65755,2.10823,2.00151,1.51972,1.49962,1.65349,1.82646,NA,1.70544,2.93579,1.75306,2.27151,2.49067,2.28799,1.59714,2.03969,2.30265,2.12375,1.45107,2.73003,1.59812,2.43358,3.06898,2.30375,2.94875,1.52392,2.08458,2.20858,1.60574,1.86483,1.55419,1.68509,1.70935,2.66009,2.07172,2.31606,2.03332,1.87142,2.02041,1.52784,1.99878,1.53679,1.91007,1.8058,3.01698,1.52343,1.92384,1.5761,1.64219,1.89809,2.47675,1.65947,NA,1.6588,1.57072,NA,2.59061,2.19079,3.28584,1.45419,2.89709,1.72762,1.63283,2.07774,2.26791,2.03617,1.86244,2.02044,1.85045,2.59302,1.09589,2.22546,2.43736,1.88794,2.77113,1.53878,2.3597,2.85528,1.94762,1.59645,1.77499,2.40979,1.32055,1.99594,2.48257,1.91679,1.57594,2.63646,1.87765,2.56705,2.57246,1.303,2.20464,2.5098,2.0202,2.25297,1.63854,1.96054,1.5038,NA,1.54009,2.08737,1.89908,2.15866,2.56846,1.89446,NA,1.39016,1.93653,2.69593,1.44315,1.49397,1.23364,NA,2.155,3.00648,2.04041,2.22367,1.88809
THAL,2959623,2.36373,NA,1.50584,NA,2.6274,NA,NA,1.89334,2.0171,2.40709,2.10886,2.02683,2.52553,2.1766,2.41784,2.36972,1.64702,2.27233,2.21001,1.7096,2.4131,2.67439,NA,2.28524,2.37587,1.8579,2.18311,1.92681,1.51541,1.68098,2.35068,2.08572,2.33418,2.08356,1.68119,1.84752,2.54259,1.77288,1.72963,2.89085,1.88583,2.12005,1.37836,2.20525,2.08113,2.67583,1.79305,2.10343,1.71354,1.85406,2.46895,1.79724,2.3578,1.38404,1.95942,2.28609,2.43463,1.84721,2.011,2.14104,1.53711,1.99901,3.00913,1.24625,2.04994,2.45809,2.70127,NA,2.70598,2.08797,NA,1.50142,1.96864,1.17171,1.28339,2.42952,2.03713,1.82757,1.37844,2.43711,3.8422,2.88585,3.04533,2.31139,1.57165,2.01391,3.79506,2.00723,1.97375,3.02291,2.78004,1.68687,2.29627,2.26421,2.08986,1.4634,2.26733,2.67799,2.35994,1.74529,2.02039,3.07932,2.52442,2.1095,1.8931,3.03523,2.57905,1.80761,2.46124,2.02488,1.8354,2.51137,1.83774,1.79369,NA,1.8919,3.50814,2.55018,1.71087,2.56745,1.57899,NA,2.66324,3.12775,1.74299,2.18401,1.79813,1.892,NA,1.3951,2.46593,3.07465,2.01373,2.72039
THAL,2959624,1.33113,NA,1.50379,NA,1.54218,NA,NA,1.42514,1.80629,1.73384,1.44501,1.76896,1.52856,2.59049,2.3842,2.0612,2.67629,1.16275,1.54927,2.22203,1.02895,1.59291,NA,1.40032,1.66375,2.53966,2.0259,2.73285,2.81879,2.33956,1.38352,1.42053,1.65137,2.11399,2.20075,1.88039,1.73698,1.92996,2.22097,2.19583,1.46672,2.15839,1.58673,1.89472,2.1514,1.15044,1.22971,1.47209,2.39536,1.18435,2.39556,1.8439,1.32001,1.12572,1.50208,1.85617,1.6978,2.21615,1.8173,2.15955,1.50854,2.58572,2.8655,1.98425,2.04971,2.63673,1.69189,NA,2.3186,1.29443,NA,1.79382,2.44409,2.0929,1.90165,1.61997,2.43359,1.68955,1.43369,2.26384,2.86833,1.35037,1.83093,1.20368,2.0212,1.80667,1.55551,2.42271,1.49909,1.69406,1.86818,1.72849,1.80334,1.54342,2.07683,2.58714,1.26966,2.20286,2.75365,1.64771,1.25675,1.61752,1.96223,1.96358,3.328,2.05385,1.35231,2.3206,1.65246,1.31266,2.45846,1.55355,1.60504,1.7661,NA,1.25431,2.33493,1.29955,1.83639,1.16862,1.21075,NA,1.98211,2.1596,1.85552,2.26209,2.12646,2.23377,NA,1.80987,1.60262,1.70715,1.28001,2.15629
THAL,2959627,1.22613,NA,1.71,NA,1.75489,NA,NA,2.23051,1.52819,1.79202,1.57755,2.60082,1.25627,1.44929,1.99299,1.7661,1.6507,1.9495,1.7932,1.22664,1.69048,1.59682,NA,1.34157,2.10681,1.59284,1.88928,1.99075,1.82704,1.70408,1.68627,1.48794,1.4492,2.0811,1.52789,1.36433,1.78151,1.9739,2.83613,2.02264,1.55916,1.70564,1.89573,1.45081,1.39771,1.88339,1.39059,1.49824,1.00696,2.12555,1.64876,2.02051,1.75274,1.07978,1.56988,1.12046,1.3508,1.38792,1.38856,1.5134,2.49977,1.21065,2.57622,1.21649,1.31604,1.7018,1.85681,NA,2.16345,1.22615,NA,1.32634,2.46248,1.48357,1.63472,1.07043,1.10904,1.88659,2.39018,1.4072,2.20636,2.32998,1.6478,2.08122,1.24049,2.18194,2.83116,2.99175,1.44096,1.04199,1.60729,1.24323,2.64216,1.56283,1.7733,1.35646,1.77777,2.40861,3.4823,1.14471,2.06099,1.22703,1.31758,1.4656,2.11088,1.12009,1.99079,1.40339,1.11363,1.84632,1.64606,2.31043,1.92024,1.87484,NA,1.57454,1.72513,1.50578,1.78152,1.86426,1.83038,NA,2.29162,2.04394,1.83877,1.36473,1.64123,2.3289,NA,2.94513,1.11857,1.18919,1.69227,1.54255
THAL,2959628,2.94281,NA,3.26834,NA,3.29971,NA,NA,3.61242,2.69042,3.02266,2.9122,3.67776,3.60836,3.27954,3.95995,2.71338,4.04142,4.02365,3.27655,3.17355,3.31522,4.02735,NA,3.92909,3.47152,3.08716,3.15956,2.48505,3.95654,3.45167,2.86693,3.60259,2.91268,2.85735,3.8747,2.7291,3.40471,2.75694,4.00035,4.16432,3.28491,2.91982,3.2386,2.33469,3.43939,3.13804,2.36116,4.11435,3.06046,3.15102,2.82215,3.3063,2.00954,3.0749,2.42383,3.61207,2.71529,3.87472,2.88437,4.32973,2.99818,2.84662,3.54067,2.50038,3.73151,4.07796,3.2637,NA,3.27993,4.06777,NA,3.91145,2.9817,3.69752,2.49437,3.47081,3.23235,2.08264,2.02675,3.37583,4.09404,3.58234,3.54733,3.25745,3.5126,3.84358,2.74778,3.22616,3.57736,2.51961,3.3956,2.25114,3.74785,3.17944,2.61101,2.54701,3.82167,3.74262,1.92423,3.4752,2.53565,3.10087,2.45006,4.5293,2.21376,3.5105,3.64231,2.98716,3.25196,1.87221,2.7097,3.56793,1.91249,3.4494,NA,2.87446,3.81506,3.83465,2.83272,2.74113,3.5373,NA,3.9141,2.95947,2.82447,2.77522,2.02772,2.83491,NA,3.13462,2.52705,2.25237,3.35964,3.16023
THAL,t2959596,2.16141,NA,2.05294,NA,2.35578,NA,NA,2.29517,2.03343,2.0369,2.10276,2.40552,2.2458,2.23709,2.46578,2.35491,2.23453,2.21815,2.28678,2.13173,2.06305,2.28425,NA,2.23163,2.47973,2.1099,2.24083,2.46003,2.42861,2.17212,2.14262,2.30516,2.16961,2.0975,2.46019,2.13777,2.62282,2.11873,2.46038,2.81136,1.99137,2.38703,2.33751,2.11733,2.28226,2.20633,2.01223,2.29469,2.67285,2.1238,2.42283,2.24839,1.86084,1.96388,2.14308,2.21601,1.92509,2.37087,2.33628,2.25704,2.38202,2.26826,2.69776,2.43599,2.40354,2.62398,2.21153,NA,2.39589,2.0674,NA,2.24568,2.22816,2.49932,2.11092,2.17691,2.24466,2.09871,2.46673,2.29486,2.70583,2.50788,2.39869,2.35806,2.12788,2.42412,2.52162,2.50348,1.97879,2.29974,2.35626,2.00661,2.301,2.28493,2.0603,2.2963,2.28426,2.44502,2.55215,2.30052,2.08978,2.38368,2.30454,2.52271,2.34511,2.50045,2.26392,2.52146,2.20253,2.30392,2.00933,2.22717,2.14022,2.10842,NA,1.87302,2.54061,2.23899,2.22035,2.26853,2.05349,NA,2.439,2.30816,2.12692,2.35269,2.12737,2.31872,NA,2.4191,2.36414,2.16267,2.2318,2.21959
WHMT,2959600,1.96571,1.98596,2.26594,1.65136,1.71869,1.43014,1.87906,1.93812,1.51525,1.87963,1.88159,1.84253,1.16341,2.10369,2.18084,1.31822,2.06859,1.00602,1.35979,1.61322,1.56057,1.59793,1.70232,1.56888,1.3216,1.61062,1.48344,1.71538,1.89884,1.89311,1.57372,1.93153,2.01953,1.89367,1.54896,1.8754,1.52469,2.29287,1.8725,NA,NA,1.99376,1.86873,1.88666,1.48835,1.6247,1.91441,1.72449,1.59788,2.07991,2.94782,2.33252,1.39677,2.4774,1.37446,1.30465,2.38535,1.55186,3.40529,1.16436,2.82745,1.98132,1.44057,1.41307,2.07588,2.39914,1.52088,2.07713,2.28739,1.5434,1.96808,2.46208,1.44869,1.83267,1.98859,1.57281,2.12271,2.11274,2.11742,2.29058,1.51214,2.02055,NA,1.81803,2.62176,2.23572,2.60727,1.72639,2.15656,2.17393,2.2104,1.85673,2.49154,2.17369,1.57993,1.90835,1.62671,1.02414,1.92694,2.50005,1.70114,2.23071,1.79091,3.18316,1.9031,1.47477,1.51269,2.80889,2.33139,1.63947,1.25076,1.9534,1.33749,2.37663,1.62711,2.33979,2.49657,2.06578,1.5307,2.60808,1.51025,1.58213,1.74548,1.60943,2.13032,2.10451,0.963625,2.26647,1.64514,1.73222,2.19168,1.58357,1.10139,2.00193
WHMT,2959602,1.80185,1.25569,1.716,1.79603,2.84313,2.55408,1.88629,2.27135,2.20427,1.7799,1.79413,2.02485,1.50753,1.62996,1.55129,2.77917,1.53982,2.03709,1.46114,1.67193,1.5904,1.71947,1.91786,1.82032,1.47196,1.30129,1.49532,1.26417,1.61011,1.74579,1.11853,1.84112,1.7627,2.09097,1.59194,1.61244,1.58004,1.40855,1.60023,NA,NA,1.36891,1.63045,2.08459,1.96265,2.07218,1.25608,1.79597,2.20665,2.37248,1.62055,1.61239,2.04787,2.83406,1.93123,1.96852,2.07361,2.31893,1.61403,2.13037,1.2093,3.00224,2.43413,1.54847,2.48235,2.42386,1.54153,1.30211,2.45426,1.70483,2.18123,2.40284,1.83227,1.93315,1.9795,2.10195,1.15471,1.52438,1.48401,1.27262,2.11396,1.82494,NA,2.11861,1.42998,2.19201,1.13327,1.42363,1.92111,1.80581,2.32502,1.84218,2.09383,2.02765,1.71598,2.33451,1.12875,1.4992,1.87402,2.12936,2.65057,2.30205,2.15109,3.24647,1.38311,1.94509,1.24942,2.28223,2.08013,1.82268,2.75317,1.88953,2.40255,2.8614,2.15462,1.62969,1.48822,2.15649,1.69825,1.62551,1.548,1.36558,1.89943,1.64411,2.5792,1.84714,2.23391,1.49675,2.5,1.46286,2.37101,1.24396,2.31374,2.37171
WHMT,2959603,3.27224,3.6387,2.92747,3.33347,3.2578,3.78885,3.31155,4.30031,2.95727,2.93641,3.33356,4.122,3.00223,3.31133,3.68717,2.91639,3.13787,3.24034,3.90607,3.65295,3.3913,2.83084,4.0549,3.39478,3.49019,3.33114,3.02368,3.6816,3.20374,2.99815,3.46714,3.70248,3.3134,3.44754,2.80047,3.10929,3.01602,3.01644,3.36985,NA,NA,2.97827,4.10949,3.30349,2.86143,4.85298,3.0243,3.18391,3.31939,2.96736,3.83777,3.15699,3.56408,2.54827,3.88735,2.77291,3.58273,4.51192,4.8065,2.56007,2.94337,3.87446,3.35386,3.23434,3.04157,4.53911,2.85725,3.31645,3.958,2.74421,3.734,4.62934,3.51165,2.93875,3.32515,2.96755,2.81613,3.07965,3.03093,2.57223,2.91052,3.91072,NA,3.23976,2.73723,2.11199,3.08458,3.49262,3.14377,3.28023,3.27485,2.89361,3.98153,3.64904,2.86055,2.778,2.96288,2.24977,2.47977,3.29035,3.22045,3.42709,3.44603,2.21199,2.61197,3.03878,2.36498,2.85317,3.7802,4.25357,3.40265,2.91364,3.36134,3.86094,2.4633,2.8353,3.71493,3.72741,3.43547,3.90549,2.95397,3.56388,2.52218,3.2571,4.1317,4.22856,3.09265,2.26274,4.00622,3.9679,4.21737,3.51445,2.017,3.94318
WHMT,2959605,4.1324,4.22588,3.2746,3.96825,3.86378,3.64406,3.62466,4.59027,2.8033,3.98627,4.09801,3.23853,3.43755,3.75856,3.55642,4.01062,3.60548,4.00965,2.69197,3.37485,3.39938,3.06421,3.62179,2.9855,3.37725,3.95344,3.73098,2.84347,3.7081,4.02023,3.72876,3.71198,3.13298,3.94838,3.79924,4.04656,3.58115,2.74721,4.16529,NA,NA,3.18153,3.13711,3.6983,3.81462,4.84533,3.87512,3.8822,2.97932,3.90159,3.66973,3.80588,3.02523,3.85661,3.58212,3.72616,3.49109,4.14465,3.38995,2.6588,3.7424,4.67298,4.94082,4.26137,4.16444,2.96473,3.67872,3.68418,4.09275,3.43373,3.58063,3.58665,3.71448,3.55447,4.39924,3.50023,3.892,3.72314,2.8044,3.37141,3.62332,4.35347,NA,4.25285,3.37153,3.44252,4.36623,3.47576,3.32051,3.66977,3.30431,3.5341,3.77017,3.97115,2.8857,3.48541,3.51855,3.33742,3.57104,2.5948,3.88021,2.46938,2.53675,4.17494,3.68812,3.68276,4.12778,3.82805,3.08654,3.50567,4.14142,3.61276,3.03065,3.97633,3.76491,3.2177,3.4585,3.05832,3.86137,3.26114,2.77019,3.85812,2.97697,3.31771,3.66448,3.51469,3.57521,4.31485,3.97041,4.25857,3.4756,3.98911,2.69835,4.34463
WHMT,2959608,2.32168,1.38215,1.54725,1.2511,1.62338,1.56089,1.78456,1.09461,2.63678,1.38616,2.36176,1.51512,1.78633,2.00097,1.30442,2.12327,1.58218,2.33708,2.0372,1.99199,2.12713,1.33739,1.36718,2.00833,1.62609,3.17539,2.15567,1.80115,1.72454,1.637,2.2129,1.99599,1.71483,1.71959,1.49457,2.04098,1.20706,1.99994,1.72603,NA,NA,2.81758,1.39263,1.84701,2.76352,1.69893,1.77436,1.62024,2.04294,2.30128,1.60911,1.58521,1.75742,1.331,1.74133,1.73627,1.87224,2.38023,2.03394,1.45762,1.30989,2.762,1.54919,1.64571,1.27398,1.59014,1.78852,1.94876,1.34414,1.57177,2.18978,1.4329,1.51131,1.75049,2.01893,1.99442,2.10478,1.65827,1.78439,1.13103,1.60966,2.00414,NA,1.47981,1.41976,1.41696,1.92884,1.48591,2.02429,1.55854,3.20281,1.69796,1.74907,1.73204,1.78406,1.94646,1.40792,1.45956,1.67633,1.87146,1.60583,1.81349,2.30748,1.57949,1.29292,1.59851,1.21624,1.86093,1.5504,1.6187,1.53311,1.61802,1.27384,1.51114,1.42327,1.81411,1.82555,1.63144,2.40011,1.84112,1.43192,1.64035,2.6075,1.69808,1.64116,2.65313,1.78771,1.685,2.84924,1.52476,1.4692,2.07488,1.27644,1.84277
WHMT,2959610,1.64997,0.770665,1.09663,1.07973,1.33928,0.914988,1.58127,1.41978,1.47629,1.71896,0.877769,1.92743,1.00077,1.39513,1.15499,2.06668,1.41917,1.1882,0.923199,1.71496,1.59585,1.31082,1.11245,1.19146,2.38901,1.52991,2.12672,1.29112,2.32233,0.959994,0.972348,1.07981,1.4104,1.45608,1.3273,1.02578,2.64971,1.12094,0.708724,NA,NA,1.97955,1.45805,1.79092,1.64067,2.57134,1.4603,1.73374,1.70382,2.12657,1.93144,2.41928,1.58618,1.34865,1.43937,1.50301,3.01954,1.82105,2.84894,1.14156,1.66854,2.42161,0.914706,2.22963,1.34859,1.35746,2.59254,2.15239,2.60127,1.51643,2.27118,3.1915,1.99011,2.02966,1.04995,1.7135,1.93372,1.21993,1.17268,1.90984,2.17634,1.28103,NA,1.54466,1.03366,1.39469,1.44322,2.49486,1.26958,1.1245,0.821435,1.17912,1.96539,1.69141,0.960305,1.43525,1.31167,1.01488,1.89906,1.45172,1.27127,1.34543,1.09196,1.55905,1.28795,2.99557,2.52129,1.95214,1.11161,2.5572,1.44669,1.66778,0.862296,2.30492,0.5801,1.26819,1.63153,1.69463,1.29417,1.50531,1.41625,0.950816,1.67358,1.84578,1.58382,1.19441,1.54795,1.03128,1.794,1.6901,0.923753,1.36404,1.17575,2.4077
WHMT,2959611,1.29608,1.34556,1.44989,1.47542,1.77467,1.57985,1.50853,1.28372,1.39459,0.994422,1.40536,1.39805,1.33885,2.01904,2.06868,1.26395,1.69317,1.31961,1.16662,1.38714,1.52302,0.981856,1.77861,1.02639,1.0935,2.07694,1.83735,1.37844,1.22469,1.71926,1.11916,3.23944,0.945567,1.58792,1.85741,1.7871,1.32852,2.17747,0.86039,NA,NA,1.45398,1.37843,1.17528,1.67269,1.55816,1.66965,1.4941,2.13772,1.45481,1.37713,1.43651,1.19919,1.25012,1.48917,1.25052,2.03881,1.33217,1.45698,1.82097,1.94175,1.3286,1.82153,1.14541,1.67716,1.124,1.34561,1.58328,1.65347,1.59942,1.94408,1.35995,1.78348,1.31833,1.86479,2.15617,1.34237,1.52416,1.15099,1.06725,1.35416,1.30456,NA,1.10797,1.96925,1.43836,1.92917,1.01661,1.76821,1.45124,2.90168,1.79399,0.962604,1.30666,1.63286,2.29706,2.44942,2.15084,1.1914,1.4393,1.7001,1.33317,1.33963,1.24646,1.76926,1.09134,1.31506,1.30561,1.15886,1.98342,1.50478,1.10347,1.24484,1.63609,1.08229,1.35643,1.85637,1.60207,1.05401,1.66897,1.56605,1.31467,1.60501,1.11336,1.78679,1.06915,0.986882,1.34803,1.98426,1.46651,1.58413,1.37358,1.23398,1.28317
WHMT,2959612,2.72785,2.07904,2.11993,2.63003,1.95515,3.46406,2.42928,2.53494,2.05957,2.17874,3.21704,2.05205,1.83758,2.25814,2.10668,1.89131,2.36017,1.88293,2.11949,1.47893,2.03901,2.34866,3.27678,3.34076,2.4223,2.06349,2.10297,3.65207,2.80917,1.26706,1.81963,2.16482,1.76737,1.95025,2.12741,2.65708,1.80623,1.98457,2.18161,NA,NA,2.99519,3.14482,2.97199,2.09675,4.05607,2.76593,2.67364,1.74413,2.77733,1.80094,2.6352,2.34988,1.95119,2.42471,2.24934,1.76989,3.76739,2.41556,3.03035,1.95854,2.8485,2.82851,3.07548,3.5919,2.59041,2.18951,2.43469,1.884,2.16266,2.99407,2.71005,2.08644,2.14453,2.37611,3.556,1.68778,2.41355,2.04014,2.2967,2.74498,2.07834,NA,3.04845,2.85901,2.32949,2.46719,2.48996,2.94416,2.40382,1.89314,2.40128,2.19684,2.77675,2.69169,2.34114,2.1261,1.84312,2.63631,2.74144,1.38762,2.53768,2.8365,2.00725,2.27695,3.08515,1.90511,2.58052,2.21592,1.96788,2.45616,2.03791,1.79924,2.7147,2.4757,2.68254,3.44087,2.77099,2.36241,2.01286,2.47252,2.10895,2.47333,3.97171,2.69052,1.99901,2.34476,3.23631,2.62945,2.17042,1.63412,2.60947,2.41464,2.25975
WHMT,2959620,4.51339,4.9911,4.43939,4.18762,4.0433,4.16702,4.15022,4.70411,4.062,3.31941,3.63612,4.33764,3.84612,4.79918,4.20647,4.65487,3.38309,4.44962,5.19095,4.2851,4.4229,4.17483,4.4621,3.30934,4.41126,4.6044,3.08771,4.50106,4.00046,4.73778,4.23331,3.95268,3.05601,4.30047,4.03394,4.41983,3.9073,4.61246,4.07026,NA,NA,4.26704,4.72274,3.77337,4.0672,4.34976,4.26234,4.8852,3.83399,4.17124,4.93925,3.70005,4.4263,3.72843,3.22079,3.76645,4.25431,4.04522,3.8812,4.76139,4.04837,4.6624,3.61941,4.11482,4.49398,3.17541,3.95296,4.86392,4.16513,3.17509,4.45778,5.37744,4.03272,4.64214,4.07301,4.13382,4.22686,3.62985,4.16788,3.70994,4.21793,3.74077,NA,3.26047,4.61488,4.04534,4.02801,4.32665,3.48252,4.04239,4.46199,4.34475,4.89114,3.15559,4.6149,4.62591,3.12931,3.03914,4.0951,4.0992,4.19415,4.71159,4.78696,4.00914,4.38284,3.39086,3.26602,4.17207,3.85144,4.8422,4.32165,4.05896,3.64546,3.34227,4.46273,4.41778,3.87496,3.973,4.31672,4.50589,3.76466,5.40934,4.27579,4.65694,3.71722,3.71553,3.95924,3.29379,4.74114,4.81789,4.69459,3.55684,4.61611,4.27246
