tissue,exprID,00_38,01_37,02_06,03_28,04_05,04_19,05_10,06_02,06_53,07_28,07_37,07_73,08_55,08_88,09_56,92_10,92_32,94_35,95_03,95_21,95_26,95_27,96_03,96_13,96_32,96_44,97_02,97_14,97_17,97_37,97_45,98_27,98_34,99_14,001_06,001_10,002_08,002_10,003_08,003_10,004_06,004_08,004_10,005_09,006_08,006_09,006_10,007_06,007_08,007_09,007_10,008_10,009_07,009_09,010_09,010_10,011_09,011_10,012_08,012_09,012_10,013_09,013_10,014_08,014_09,014_10,015_07,015_09,015_10,016_07,016_08,016_09,016_10,017_07,017_08,017_09,018_05,018_06,018_07,018_08,018_09,018_10,019_08,019_10,020_07,020_08,020_10,021_05,021_08,021_09,021_10,022_06,022_08,022_09,023_08,023_09,023_10,024_08,024_09,024_10,025_05,025_08,025_09,025_10,026_07,026_08,026_09,027_09,028_08,028_09,028_10,029_09,030_06,030_09,031_08,031_09,032_08,032_09,032_10,033_08,033_09,034_06,034_08,034_09,035_06,035_09,036_08,036_09,037_08,038_08,038_09,039_06,040_08,043_06
SNIG,t2959596,2.52086,2.24095,NA,2.29535,2.30451,NA,2.25271,2.41324,2.08646,2.32102,2.18395,2.35165,1.93522,2.48121,NA,NA,2.30367,2.10682,2.0292,2.17829,2.33394,NA,2.35157,2.67132,2.26674,2.30855,2.24716,NA,2.28853,2.02012,1.94019,2.0267,2.43862,1.84205,2.29742,2.22723,NA,2.33428,NA,2.73334,2.40214,2.37632,NA,2.25104,NA,2.20704,2.03311,NA,NA,NA,2.18996,2.20644,NA,2.15604,2.3291,2.25275,2.61004,2.17704,NA,2.27369,2.3989,2.40847,2.2369,NA,2.17162,2.04376,2.28034,2.07435,2.30916,2.18569,2.27544,2.55732,2.28672,2.71968,NA,2.21025,NA,2.2093,NA,2.11668,2.10636,NA,NA,1.91589,NA,2.1559,NA,NA,2.23493,2.17761,NA,2.21631,2.41198,2.09977,2.05584,2.29275,2.387,2.16192,NA,2.06701,1.9859,2.23779,2.23379,2.28823,NA,NA,2.12013,2.11938,NA,2.30493,2.26061,2.02489,NA,1.99826,2.31497,2.26388,2.22813,2.35455,2.30642,2.32548,2.25711,NA,NA,2.03128,2.23961,2.13206,2.52678,2.32748,2.22235,2.23429,2.31845,1.98699,2.12725,NA
TCTX,2959600,1.56952,2.03119,1.74738,1.66105,1.82433,1.25009,2.05514,2.19225,1.47624,1.87441,1.57503,1.45863,2.57295,1.979,1.23378,1.3307,1.84708,1.4078,1.97393,1.34072,1.28503,1.68238,1.43491,1.94917,2.05222,2.08159,1.69319,1.71387,2.0281,1.74377,1.5672,1.88679,1.44845,NA,NA,1.70283,1.54175,1.88764,1.30381,NA,1.84032,2.14228,2.04033,1.4291,NA,1.22498,2.16024,1.30715,1.8337,2.04206,2.47099,1.35022,1.77144,2.09816,1.29009,1.56975,2.12237,NA,2.83184,1.44578,1.41281,1.90938,1.46654,1.56774,1.56515,1.79117,1.91184,1.26897,1.72281,1.5282,1.53651,1.68762,1.83599,1.62277,1.0685,1.59165,NA,1.71183,1.64521,1.49652,1.40815,1.58352,2.82912,NA,1.92743,1.39016,NA,NA,1.92251,1.6925,1.96463,NA,2.71526,2.08596,1.44382,1.27655,2.09987,1.92418,1.02739,NA,NA,1.54322,1.92544,1.54737,1.44846,1.68592,1.73199,1.08384,1.21595,1.74883,2.40121,1.82903,1.61107,2.07342,NA,2.13359,1.23407,1.66745,1.94806,1.61665,1.97572,NA,1.4287,1.44552,1.72973,1.60944,1.46577,1.76811,NA,2.01406,1.28244,2.01748,1.47559,1.353
TCTX,2959602,1.16778,2.43967,2.97029,1.69161,2.2508,2.8723,1.93929,1.56804,1.77438,1.69311,1.63985,1.79749,3.29976,1.87847,1.84733,1.25155,1.71871,2.15929,2.62207,1.65942,1.16987,1.76383,1.44148,2.41637,1.68914,1.82877,2.8639,1.72171,2.23697,2.13667,1.20771,2.63779,2.29015,NA,NA,1.51202,2.04936,1.80537,2.53844,NA,1.70513,1.93987,1.61313,2.45164,NA,2.7407,1.74562,1.89672,1.21139,1.05268,1.23793,1.63502,2.31778,1.92383,1.97014,2.21952,1.97476,NA,1.25068,1.56169,1.81574,1.67717,2.06562,2.06974,1.99878,1.58615,2.90199,1.43831,1.19284,2.09121,1.91815,1.67699,1.52481,2.49486,1.98657,1.68677,NA,1.37728,1.06033,2.46298,2.06589,1.45104,1.18298,NA,2.24764,1.32654,NA,NA,2.37296,2.0583,2.2921,NA,1.9843,1.27928,1.65854,1.19363,1.85847,1.62842,1.33701,NA,NA,1.01464,1.47362,1.77073,2.16539,1.94493,2.30562,1.70505,1.54722,1.73411,1.59875,2.06741,2.19331,1.60583,NA,1.80937,2.3773,1.61787,1.34688,1.7037,1.43648,NA,1.42743,2.23971,1.39008,1.54208,1.43916,1.28753,NA,1.40565,1.38837,2.05234,1.87423,2.01444
TCTX,2959603,2.84804,2.4692,2.34919,2.64405,3.03221,3.12259,3.48541,2.29018,3.16735,1.87836,2.78163,3.3846,3.97361,1.72395,3.06143,2.63052,3.0086,3.90632,2.72613,2.5583,3.15576,2.97465,2.9669,2.82828,2.6749,3.39922,3.21474,2.91003,3.76267,3.95849,2.96576,2.46727,3.38231,NA,NA,3.82062,2.67413,2.1511,3.22314,NA,3.42816,3.81476,2.8834,2.95464,NA,3.23974,2.54067,2.42618,2.16496,2.74121,2.1063,3.24149,2.49286,3.42458,2.38764,2.65295,3.55634,NA,1.99696,2.83753,3.15083,2.97498,3.35193,2.34171,2.56776,2.30754,2.45019,2.86337,3.13492,3.21763,2.53673,3.18815,3.02403,3.06818,2.13046,3.52626,NA,2.65234,3.51058,2.4302,1.7879,3.31252,3.10266,NA,3.87674,2.71504,NA,NA,2.5627,2.5486,2.9891,NA,4.07001,2.77263,2.93146,2.6501,2.69793,2.96941,2.67673,NA,NA,2.36314,2.66662,2.97811,2.85362,2.42274,2.57955,2.75729,3.60989,1.91423,2.50812,2.20594,4.25241,2.76836,NA,2.74924,2.31481,2.52981,2.37807,3.03544,2.49131,NA,3.3419,2.62145,2.30317,3.08597,3.26525,3.25509,NA,2.79588,3.23687,3.1619,3.07898,2.44013
TCTX,2959605,3.83446,3.5447,3.40796,3.95765,2.38557,3.30028,2.97325,3.99404,3.23628,3.58246,4.03192,3.59696,3.10117,3.30312,3.76339,3.00965,3.26451,3.76199,3.47715,3.0733,2.58889,3.68283,3.85996,3.12401,3.64608,3.754,2.90178,2.76848,3.53962,3.67646,2.9871,3.73891,2.91199,NA,NA,4.53006,4.0013,3.48164,2.56902,NA,2.91197,4.29641,3.44608,4.14175,NA,2.90554,2.78055,3.14566,3.25102,2.91755,2.87396,3.16598,3.4684,3.04397,2.62132,2.68641,4.34877,NA,3.71807,4.14249,3.5089,3.67228,3.25132,3.27492,3.45636,3.78212,3.35182,3.90162,3.28742,3.428,3.49801,3.20087,3.47643,3.55601,3.28571,3.83079,NA,3.49074,2.95185,3.54822,3.01333,4.32641,3.83969,NA,4.55385,4.10664,NA,NA,2.60126,2.67952,3.60178,NA,3.84739,3.7928,3.59179,3.37497,3.60697,3.18291,3.68247,NA,NA,3.43744,3.35182,3.83555,4.19706,3.29056,2.93897,2.80475,3.80036,3.7056,3.26757,3.82955,4.0212,3.66085,NA,3.41193,3.41533,3.55863,3.42021,3.70303,3.18351,NA,3.49763,3.30065,3.72772,3.16504,3.14639,2.30914,NA,3.55159,3.334,3.68384,3.66695,4.08914
TCTX,2959608,1.0226,1.65784,1.80043,2.00529,2.53297,1.66193,1.57771,1.49131,2.09066,1.06241,1.67941,1.47701,1.56279,2.10964,1.72511,1.67318,1.4554,1.41256,1.18033,1.66528,1.62815,1.93506,1.47655,1.86092,2.08428,2.09859,2.00002,1.35994,1.74234,1.41085,1.37124,2.34061,1.39763,NA,NA,1.64735,1.43125,1.95933,1.79583,NA,1.2703,1.64403,1.5447,1.42772,NA,2.07874,1.39048,1.64074,1.50785,2.30287,1.99459,1.77911,1.59002,1.44374,1.52039,2.08557,2.46426,NA,1.33839,2.27544,1.79268,2.26307,1.24498,1.6087,2.16658,1.57185,1.5923,1.07642,2.07147,1.99476,1.16839,2.11576,2.83521,1.33751,1.3024,1.67524,NA,1.83253,1.67456,2.0429,1.32527,1.32712,1.43883,NA,1.8743,1.21696,NA,NA,2.21071,1.67922,1.24569,NA,1.59461,2.17617,1.99614,1.52744,1.64969,2.09502,1.72843,NA,NA,1.68407,2.93781,2.74558,1.96824,1.36099,1.88875,1.40004,2.04292,1.28077,1.42149,2.09319,2.412,1.46497,NA,1.07566,1.52122,2.44005,1.15006,1.96642,1.66718,NA,1.58632,1.08825,1.38112,1.01388,1.48757,1.82794,NA,1.76598,1.5075,1.5787,1.56691,1.71405
TCTX,2959610,1.95524,0.899923,1.71632,1.90464,1.84387,1.02533,1.50578,2.22726,1.66627,2.40466,0.858754,0.986209,1.49394,0.902934,1.5555,1.45375,1.84806,1.4646,1.33602,1.30499,1.01094,1.10715,1.44939,1.56701,1.1252,2.2655,1.12678,1.13098,1.12693,1.80854,1.10255,1.80771,1.48245,NA,NA,1.30867,1.02608,1.59125,1.50107,NA,1.46768,1.16935,2.28608,1.00682,NA,1.21662,1.49892,1.73771,1.45637,1.38195,1.23465,1.78433,1.62921,1.21219,1.05488,1.45933,1.73,NA,1.74209,1.25871,0.93791,0.984293,1.63369,0.773024,1.34158,1.35583,1.4916,1.5939,1.85407,1.36608,1.47082,1.03082,2.06737,1.14516,1.14011,2.24764,NA,1.99605,2.31888,1.91699,1.07195,1.55826,0.919466,NA,2.52684,1.12471,NA,NA,1.04132,1.30559,1.69192,NA,2.17311,0.750877,1.58866,1.09101,1.39589,1.12948,0.957221,NA,NA,2.42064,2.31699,1.93096,1.37729,1.27347,1.15616,1.02357,1.92749,1.25975,1.65193,1.41794,1.90695,0.977867,NA,2.67398,1.34378,0.836762,1.22482,3.15968,2.60338,NA,2.44929,0.865386,1.80232,1.52218,1.01497,2.80159,NA,1.10716,1.48938,1.25062,0.911547,1.00073
TCTX,2959611,1.60695,1.33348,1.14735,1.70938,1.02624,1.31277,1.81684,1.71631,1.46861,1.3087,0.969766,1.51835,1.28142,0.987046,1.4294,1.11962,2.29199,0.965678,1.14756,1.53066,1.35623,1.11828,1.16435,1.4369,1.60009,1.63936,1.40738,1.53255,1.50001,1.68934,1.12399,1.53417,1.39753,NA,NA,1.0448,1.0197,1.61065,0.990355,NA,0.995615,2.41482,1.17576,1.22851,NA,1.12971,1.51828,1.35817,1.49512,1.45188,2.37401,1.28196,1.29456,1.1563,1.01955,1.27843,1.88197,NA,1.76148,1.46414,1.74857,1.86636,1.59819,1.40823,1.3482,1.20722,1.38897,1.16899,1.35235,1.25076,1.03887,1.73364,2.05236,1.18899,1.09839,0.947115,NA,2.19255,1.02662,1.91068,1.03431,1.58555,0.953825,NA,1.35742,1.53206,NA,NA,1.68264,1.23736,2.34395,NA,1.32172,1.90206,1.01709,1.44724,1.04659,1.59178,1.32089,NA,NA,1.25754,1.20958,1.19637,1.63164,1.57197,1.49206,1.43252,1.369,1.73256,1.36789,1.64248,2.00769,1.38307,NA,1.16206,1.51371,1.80612,1.57783,1.50798,1.12989,NA,1.78,1.22874,1.0241,1.40201,1.67288,1.21341,NA,1.03989,1.69902,1.90591,1.76206,1.33888
TCTX,2959612,1.78388,1.6932,2.25064,2.25263,2.06476,1.97121,2.30374,1.63536,1.87948,1.84903,1.77137,1.7797,1.91934,1.63304,1.81785,2.20601,2.5558,2.48011,2.44536,2.02347,1.85797,2.11004,2.87855,1.9608,1.66672,2.50785,2.25583,1.90752,2.26676,2.20061,2.19108,2.42237,1.97919,NA,NA,2.25019,1.79938,2.04381,2.23728,NA,2.27388,2.24873,2.24189,1.40817,NA,3.14546,2.05181,1.39797,2.21571,1.92704,2.13491,1.40099,1.88917,1.95266,1.86588,2.39138,2.20559,NA,2.37597,2.49109,2.11459,1.61483,2.10288,1.61208,1.71285,1.88482,2.31816,2.55694,2.36819,1.73938,1.90697,1.5228,1.81524,2.49552,2.0183,2.0587,NA,1.82378,1.7826,2.58486,1.99357,2.13478,1.39908,NA,2.15475,2.53789,NA,NA,2.25027,1.89074,1.3753,NA,2.43671,1.98624,2.31605,2.21696,1.79589,2.01598,2.20288,NA,NA,2.65496,1.77819,2.1551,1.90988,2.28201,2.13097,2.19458,1.63927,1.96768,1.79969,2.10807,2.28142,2.54162,NA,2.1824,2.28868,2.02871,2.09127,2.12708,2.39638,NA,1.47557,2.00699,1.80769,1.85541,2.55927,2.44555,NA,1.32636,2.16297,2.31459,2.77694,2.10396
TCTX,2959620,3.93562,4.61242,4.74073,4.05277,3.72375,3.86306,3.81547,3.19636,4.56078,4.13005,3.74775,3.97686,4.33361,4.25882,4.07923,3.85465,3.39506,3.90007,3.80668,3.73302,4.13874,4.14529,3.66243,3.52362,3.78941,4.53471,4.79558,4.65901,4.49936,3.05442,3.41177,4.24674,4.4928,NA,NA,3.67906,4.47943,3.57329,3.84792,NA,4.45928,3.78448,3.65685,4.9944,NA,3.67176,3.23296,4.06188,3.85424,3.8811,4.58176,4.3076,4.88495,4.06686,4.15203,4.21536,4.86692,NA,4.4328,3.05674,4.83585,3.8531,4.30258,4.16534,4.38987,4.32896,5.1423,3.32412,4.95595,4.08027,4.85978,3.84815,4.10632,4.79155,3.99656,4.5584,NA,3.7313,4.50702,4.48402,4.31283,3.66691,4.31686,NA,3.51412,3.97514,NA,NA,3.27444,3.76964,4.76179,NA,4.29547,3.59635,4.79027,4.06563,4.22671,5.38072,4.08975,NA,NA,3.09206,4.40992,3.30206,4.09981,3.73625,4.12175,3.35596,4.49066,3.7393,3.89949,4.03683,3.99961,3.90177,NA,4.03533,3.70526,4.29133,3.52207,4.27321,3.2161,NA,3.79596,4.68801,4.53395,3.9067,4.41263,3.42457,NA,3.52942,2.71576,4.29646,3.97536,3.98515
TCTX,2959622,1.72643,2.50296,1.59768,2.08057,1.45118,2.18427,2.17745,1.44932,1.83901,2.21677,2.25985,1.43919,2.42987,2.36553,3.14343,1.99544,2.1916,2.5907,1.88995,1.81393,1.43568,2.65113,2.08034,2.26205,2.67405,2.75272,1.57334,1.96742,2.23326,1.91907,2.51105,1.72809,2.03678,NA,NA,2.01168,2.19549,2.26451,2.21893,NA,2.35896,1.9403,1.5326,2.20392,NA,1.49406,1.87966,1.56426,1.64527,1.53457,1.73616,1.71751,2.47929,1.56431,2.30947,1.57807,1.51641,NA,2.08867,3.4701,2.27963,1.57624,2.40384,2.13768,2.25961,1.7687,2.46052,2.45103,1.95379,1.47537,2.62918,2.31806,1.55559,1.26914,1.57677,2.51027,NA,1.84658,1.81762,1.58257,2.64177,1.73422,2.3496,NA,2.19155,1.61917,NA,NA,2.10428,2.1428,1.92916,NA,2.38178,1.58095,2.0577,2.42341,1.9715,2.46332,1.90437,NA,NA,2.2172,2.79003,2.50386,3.07348,1.45256,2.15106,2.13521,1.70423,2.44915,1.95118,2.07338,3.19832,2.1204,NA,1.39248,1.69281,2.58134,2.39747,2.01551,2.06134,NA,1.53887,2.3573,1.61584,2.29655,1.69565,2.08803,NA,1.55429,1.60941,2.33873,2.50162,1.98898
TCTX,2959623,1.86212,2.14855,1.72082,2.28028,2.29341,1.81565,2.40821,2.1862,2.96294,2.50064,2.70135,1.63332,2.49396,2.87654,1.93899,2.1082,1.69579,2.65361,2.8312,1.65449,2.27479,1.96574,1.48193,1.73616,2.23042,2.64196,2.49264,1.76822,3.44381,2.57384,2.2266,2.03936,2.34971,NA,NA,2.2107,2.23328,1.70078,1.90602,NA,1.78041,1.68728,1.42775,1.67467,NA,2.73821,2.36095,2.99931,1.92209,1.03255,2.0634,1.4912,1.60162,2.58332,1.86596,2.25808,2.0871,NA,3.09701,2.76365,1.7094,1.67604,1.99827,1.33655,2.25282,1.81852,1.61935,3.04178,2.18872,2.15039,2.0348,3.3295,3.13863,1.73433,2.03885,2.10501,NA,1.86577,1.69177,1.58575,1.83801,1.49427,1.30732,NA,2.00056,2.35956,NA,NA,2.27403,1.90094,2.45433,NA,2.75174,2.33193,3.21523,2.67373,2.44326,2.37754,1.6363,NA,NA,2.68175,1.9842,3.408,1.88199,1.70333,2.39042,1.6093,2.3349,1.92418,2.426,1.40126,1.91593,1.92765,NA,2.1257,2.33591,1.9489,1.70324,2.95752,1.41185,NA,2.67191,2.95042,1.49342,2.30223,2.07817,2.45714,NA,1.56926,1.32116,2.13163,1.92554,3.46142
TCTX,2959624,1.87,1.56707,2.55038,1.94537,1.66521,1.61585,1.36841,2.02402,2.28744,1.90834,2.32745,1.29384,1.81901,2.37125,1.55772,2.1628,1.45513,2.71085,2.04543,1.7443,2.05623,2.1318,1.79017,1.56542,2.00401,1.52479,2.85079,1.18085,2.7985,1.66513,2.03836,2.00598,1.70153,NA,NA,2.24072,2.15249,1.58624,1.69172,NA,2.67036,1.70866,2.2318,1.35059,NA,1.44722,2.10599,2.35613,2.12071,1.1209,2.60237,1.4304,1.47863,2.30753,1.78195,1.43334,1.48056,NA,3.08663,2.07683,1.69788,1.28567,1.5023,2.02796,1.79844,1.88613,1.61487,1.50577,2.79756,2.6905,1.49856,1.16332,2.13161,1.63918,1.4185,2.78376,NA,2.15473,1.6248,1.99909,1.95256,1.50423,1.27101,NA,2.11809,1.85811,NA,NA,1.82682,1.41452,2.42297,NA,2.93443,2.97213,2.19615,1.34728,2.08271,2.90938,1.9132,NA,NA,2.09997,2.02123,2.26659,2.71589,2.00381,2.16022,1.6279,1.26856,2.34163,1.06727,2.0007,1.91353,1.42806,NA,2.46144,1.3743,1.18011,1.82838,2.40087,1.61167,NA,1.89792,1.60768,1.47211,1.85241,2.0975,1.53172,NA,1.9375,1.95956,2.15673,1.646,1.53103
TCTX,2959627,1.63771,1.13343,1.56375,1.8471,2.11529,1.25167,1.38299,2.30525,1.65521,1.5281,1.61166,1.66316,1.82139,1.29953,1.5857,1.44015,1.77149,1.47317,1.957,2.22181,1.83143,1.53893,1.51664,1.59817,1.55303,1.77073,1.91759,1.93239,1.83494,1.68785,2.14747,1.35752,1.5011,NA,NA,1.70643,1.20472,1.50445,1.59677,NA,1.15984,1.37318,1.37319,1.96012,NA,2.33487,1.63511,1.42235,1.24899,1.62556,1.89869,1.98499,1.848,1.81473,1.53622,1.852,1.62866,NA,1.29833,0.919182,1.89994,2.23137,1.37979,1.51432,1.45404,1.29965,1.57353,1.17636,1.62123,1.11059,0.855024,1.92247,1.59874,1.01909,1.58702,1.04354,NA,1.7246,1.31571,1.38467,1.2745,1.32194,2.01317,NA,1.42221,1.25303,NA,NA,1.88159,1.16422,1.61836,NA,1.89953,0.895264,1.64897,1.61995,1.55221,1.11617,1.67002,NA,NA,1.69795,1.8335,2.25477,1.26292,2.09315,1.8485,1.48106,1.98724,1.51866,1.33605,1.69956,1.42501,1.11542,NA,1.56184,1.42975,1.38236,1.11939,1.62514,1.19833,NA,1.41701,1.23001,1.06778,1.44564,2.17515,2.41812,NA,1.49013,1.31806,2.17023,1.7159,1.44219
TCTX,2959628,2.92531,3.30745,2.49388,3.24749,2.92022,3.72867,2.99991,2.88403,3.21448,3.87249,3.3,2.37294,2.60773,2.95484,3.37176,3.01996,2.81824,3.27382,2.26048,2.46827,3.06387,4.23836,2.76458,3.46266,2.64807,3.14533,3.34628,2.77219,2.83266,2.77061,3.30197,3.84032,2.49703,NA,NA,2.75262,2.7263,3.14862,1.66017,NA,3.12818,3.85951,3.43836,2.56683,NA,2.30734,3.29086,3.05643,3.87847,2.15857,3.59964,2.57149,2.67777,2.90869,2.259,3.10971,2.85093,NA,3.65567,3.48637,3.01945,3.49175,2.7754,2.93747,4.44677,2.92814,3.0774,2.95966,3.23873,2.06932,3.42013,3.04979,3.63991,3.66496,3.21684,3.33863,NA,2.75124,2.88278,3.43391,3.85553,3.67314,3.68045,NA,3.08734,3.65346,NA,NA,3.32555,3.23284,2.22588,NA,3.71764,3.45938,3.81561,2.46102,3.65375,3.48897,2.86625,NA,NA,3.23832,3.47075,3.20616,2.98217,3.6617,3.31826,2.23686,3.74751,3.69948,2.5527,3.42502,3.46766,3.79828,NA,3.60305,2.44519,2.82404,2.82436,2.64422,2.83449,NA,2.92627,3.33181,2.63264,3.62831,2.8978,4.22833,NA,3.36402,2.52575,2.74211,3.95705,3.06996
TCTX,t2959596,2.12069,2.19452,2.21144,2.36913,2.2157,2.20071,2.25558,2.19556,2.28552,2.2517,2.21609,2.01475,2.47504,2.12776,2.29284,2.02465,2.22052,2.43845,2.23484,2.03023,2.01111,2.36158,2.16593,2.22831,2.26369,2.5179,2.38831,1.98579,2.53548,2.29557,2.1386,2.42264,2.14176,NA,NA,2.30574,2.18024,2.17078,2.06541,NA,2.19865,2.39515,2.21852,2.15466,NA,2.24418,2.17877,2.10741,2.11142,1.87826,2.26275,2.00977,2.17704,2.22273,1.90704,2.10793,2.45986,NA,2.43393,2.34403,2.19709,2.23929,2.20109,2.01992,2.3173,2.08832,2.25348,2.13209,2.31437,2.1295,2.08574,2.2589,2.45278,2.13639,1.94885,2.39232,NA,2.23914,2.0619,2.29479,2.08825,2.14101,2.17027,NA,2.47647,2.17327,NA,NA,2.27209,2.03756,2.27726,NA,2.72325,2.25698,2.42489,2.06194,2.28233,2.34111,2.05591,NA,NA,2.23266,2.39651,2.49835,2.37788,2.19136,2.28432,1.89733,2.29626,2.21492,2.04923,2.27652,2.58507,2.20565,NA,2.28437,2.06662,2.17187,2.04527,2.44753,2.07453,NA,2.21881,2.13776,1.94762,2.1412,2.22311,2.2935,NA,2.01165,1.95236,2.40626,2.34794,2.23548
THAL,2959600,1.3605,NA,1.91202,NA,1.3905,NA,NA,1.67962,1.85474,1.52435,1.83594,2.56532,1.40874,1.52283,1.94588,2.01602,1.56445,1.3464,1.48943,1.5264,1.77544,1.45024,NA,1.47953,1.47431,2.45274,1.72221,2.47671,1.66982,1.73865,1.63542,1.59972,1.42473,1.58481,1.9051,1.37159,1.69426,2.80517,1.82415,2.90828,1.11825,1.61252,1.97206,1.79282,1.88439,1.44848,1.75087,1.63304,1.49355,1.85976,2.52548,1.4023,1.33079,1.79877,2.24266,2.05938,1.21894,2.20964,2.70948,2.41512,2.46595,2.56301,1.78663,1.38306,1.77572,1.47387,1.80589,NA,1.44519,1.6112,NA,2.07955,1.64735,2.56565,1.61719,1.19527,1.77106,1.27464,1.81758,1.80964,1.88216,2.94483,1.52506,1.39119,1.63031,1.99363,2.21292,1.83914,1.23912,2.22406,1.76597,2.18809,1.53574,1.71361,1.33128,2.52552,1.1072,2.30168,1.99787,1.79256,2.98697,2.41049,2.03768,1.6028,1.80731,1.44938,2.3962,3.80641,1.59691,2.08041,1.2661,1.92855,1.56321,1.86891,NA,1.63116,1.70058,1.8683,1.90009,2.08364,1.64895,NA,2.76869,2.22776,1.70239,2.063,1.8496,2.24392,NA,1.80553,1.93482,1.85564,2.00861,1.85426
THAL,2959602,2.01582,NA,1.55174,NA,2.12563,NA,NA,1.39413,1.34447,1.31513,1.41319,1.68802,1.59789,2.05607,1.98762,1.81305,1.42783,2.57817,1.74013,2.17548,1.33916,1.62137,NA,1.37191,2.30233,1.66998,1.33439,1.33904,1.46093,1.5334,1.42114,2.25969,2.18938,1.97769,1.66709,2.06255,2.48867,1.10184,1.66171,1.70599,1.5235,1.91203,1.53075,2.02233,1.09646,1.91485,1.04695,2.27959,2.2719,1.253,1.99403,1.99596,1.79351,1.94633,2.29591,1.46153,1.64922,2.04013,2.21213,1.25024,2.27095,2.05207,2.23344,2.38476,1.91418,2.43992,1.51081,NA,2.51646,2.08625,NA,1.69045,2.52047,1.81812,0.890766,1.71515,2.32677,2.31896,2.77742,2.18217,1.69743,1.56302,1.94903,2.52102,1.42782,1.61373,0.963142,1.89509,1.10623,1.64872,2.53839,1.37859,1.23384,1.91885,1.87064,2.15024,1.50488,1.68386,3.38531,1.95293,1.1631,2.35271,2.61678,1.12559,2.98612,2.57182,2.0697,1.88325,1.81808,1.97316,1.36016,1.8642,2.16502,1.12593,NA,1.60696,1.7197,1.96154,1.92242,3.18588,1.47751,NA,1.5834,1.70462,1.7287,1.32767,2.43447,2.07011,NA,2.11258,1.76368,1.36726,2.39676,1.22489
THAL,2959603,2.98132,NA,2.89225,NA,3.49199,NA,NA,2.85093,2.22856,2.59718,2.56896,3.09705,3.45322,3.13692,2.55288,3.35747,2.85412,2.332,3.57458,2.31607,2.37924,2.51655,NA,2.14315,3.53856,2.47729,3.2622,2.81415,3.47718,2.60313,3.21719,3.28749,2.14661,2.33372,3.5901,2.94166,3.79148,2.59852,2.27715,3.61403,3.17892,4.10923,2.87104,3.14329,2.97783,3.08894,2.80767,3.15172,4.40739,2.50948,2.38932,2.72044,2.6438,2.47949,2.82513,3.42658,1.95985,2.61476,3.3448,2.34932,3.83741,3.22908,3.32265,3.74645,3.2321,3.05816,3.46335,NA,2.67223,3.24783,NA,3.09225,1.70872,3.6529,3.10357,3.14134,3.38731,2.59665,4.44803,2.68108,3.57685,3.094,2.95541,2.94871,3.61678,3.60221,3.51006,3.24071,2.80991,3.09272,3.51859,2.66915,2.76069,2.54657,2.38676,2.12159,3.07171,3.13991,2.62999,3.2082,2.02655,3.63169,3.53278,3.78749,1.93842,3.30534,2.14529,2.41332,3.27254,3.71442,2.12421,3.17256,2.73189,2.46158,NA,2.48717,3.25519,3.04577,3.0662,2.73811,3.07559,NA,2.6122,3.14056,2.66955,3.27629,2.56688,2.27998,NA,3.20188,2.58614,2.06295,2.78187,2.65962
THAL,2959605,3.60567,NA,2.41869,NA,3.8,NA,NA,3.00395,3.75285,3.4231,3.79899,3.4598,3.57094,3.09889,3.1197,2.42707,3.04519,3.30902,4.33383,3.47911,3.10402,3.37047,NA,3.75287,3.26041,2.72552,3.51123,4.07517,3.45522,3.19033,3.63204,3.49863,3.77801,3.35772,3.51768,3.29469,4.34133,1.93389,3.22637,4.06133,3.19025,2.89949,4.29831,4.22118,3.6078,4.02513,2.79892,3.59516,4.52701,3.22693,3.72295,3.70871,2.08856,2.97349,3.88854,3.42342,2.7084,4.19582,3.86805,3.02179,4.17572,3.06321,3.74539,4.18609,3.43115,3.52993,3.31299,NA,4.28489,3.30518,NA,3.73238,2.76371,3.26958,4.29866,4.12979,4.04507,3.46977,3.71686,3.50186,4.25874,3.87891,3.91334,4.24979,2.92233,3.12527,2.45063,3.71692,3.4743,3.87498,3.96183,3.1129,3.23037,3.67668,2.92301,3.51808,3.74848,4.3293,4.09096,3.64791,3.22388,3.53148,2.54945,4.82957,3.73693,3.95399,2.55581,4.07516,3.40309,4.20776,2.3996,3.19604,3.47385,3.16283,NA,2.85273,3.72929,3.25213,3.63006,2.32147,2.15099,NA,2.31121,4.07335,2.92501,3.65476,4.11911,3.58956,NA,4.15512,3.66881,3.93677,2.13636,3.82231
